Date,Opponent,Resultado,Tm,Opp,W,L,Streak,Team,Is_Playoffs,Team_Pace,Team_eFG%,Team_TOV%,Team_ORB%,Team_FT/FGA,Team_ORtg,Opponent_Pace,Opponent_eFG%,Opponent_TOV%,Opponent_ORB%,Opponent_FT/FGA,Opponent_ORtg,Starters_Team,Bench_Team,Starters_Opp,Bench_Opp,GmSc_Starters_Team,GmSc_Starters_Opp,GmSc_Bench_Team,GmSc_Bench_Opp,Previous_Tm,Previous_Opp,Previous_Streak
20220111,WAS,L,118,122,13,26,-5,OKC,False,97.57,0.46,13.7,25.27,0.16,99.27,104.23,0.56,12.7,24.1,0.19,116.87,"['Josh Giddey', 'Shai Gilgeous-Alexander', 'Luguentz Dort', 'Jeremiah Robinson-Earl', 'Aaron Wiggins']","['Darius Bazley', 'Tre Mann', 'Ty Jerome', 'Derrick Favors', 'Mike Muscala', 'Mamadi Diakite', 'Théo Maledon', 'Olivier Sarr', 'Paul Watson']","['Kyle Kuzma', 'Spencer Dinwiddie', 'Kentavious Caldwell-Pope', 'Corey Kispert', 'Daniel Gafford']","['Montrezl Harrell', 'Raul Neto', 'Deni Avdija', 'Rui Hachimura', 'Dāvis Bertāns', 'Anthony Gill', 'Aaron Holiday', 'Greg Monroe']",8.31,12.65,4.38,5.64,99.0,101.0,
20220111,MEM,L,108,116,30,9,2,GSW,False,98.43,0.57,14.97,20.5,0.14,111.8,96.1,0.55,15.27,30.57,0.2,116.1,"['Stephen Curry', 'Andrew Wiggins', 'Klay Thompson', 'Kevon Looney', 'Juan Toscano-Anderson']","['Otto Porter Jr.', 'Gary Payton II', 'Jordan Poole', 'Andre Iguodala', 'Nemanja Bjelica', 'Damion Lee', 'Moses Moody', 'Chris Chiozza', 'Quinndary Weatherspoon']","['Ja Morant', 'Desmond Bane', 'Ziaire Williams', 'Kyle Anderson', 'Jaren Jackson Jr.']","['Brandon Clarke', 'Tyus Jones', 'John Konchar', 'Xavier Tillman Sr.', ""De'Anthony Melton"", 'Santi Aldama', 'Jarrett Culver', 'Jon Teske', 'Killian Tillie']",7.95,13.97,5.25,6.05,107.0,104.0,
20220111,DET,W,133,87,26,11,3,CHI,False,96.7,0.54,10.57,13.27,0.21,110.27,101.03,0.53,11.47,24.9,0.17,111.83,"['Zach LaVine', 'Lonzo Ball', 'Nikola Vučević', 'DeMar DeRozan', 'Derrick Jones Jr.']","['Ayo Dosunmu', 'Troy Brown Jr.', 'Coby White', 'Alfonzo McKinnie', 'Tony Bradley', 'Matt Thomas', 'Devon Dotson', 'Marko Simonovic']","['Saddiq Bey', 'Killian Hayes', 'Cade Cunningham', 'Isaiah Stewart', 'Hamidou Diallo']","['Josh Jackson', 'Saben Lee', 'Cassius Stanley', 'Trey Lyles', 'Luka Garza', 'Cory Joseph']",11.59,8.15,4.84,7.89,95.5,85.0,
20220111,TOR,W,99,95,30,9,1,PHO,False,100.87,0.5,11.7,26.7,0.17,111.7,99.13,0.57,15.97,16.0,0.2,110.03,"['Mikal Bridges', 'Devin Booker', 'Jae Crowder', 'Chris Paul', 'Deandre Ayton']","['Jalen Smith', 'Cameron Payne', 'Landry Shamet', 'JaVale McGee', 'Bismack Biyombo', 'Cameron Johnson', 'Elfrid Payton']","['Fred VanVleet', 'OG Anunoby', 'Pascal Siakam', 'Khem Birch', 'Yuta Watanabe']","['Chris Boucher', 'Precious Achiuwa', 'Justin Champagnie', 'Svi Mykhailiuk', 'Dalano Banton', 'Isaac Bonga', 'Malachi Flynn', 'David Johnson']",11.93,13.07,8.03,2.99,0.0,0.0,0.0
20220111,MIN,W,128,125,14,26,-2,NOP,False,95.77,0.49,12.87,21.93,0.29,108.83,,,,,,,"['Brandon Ingram', 'Josh Hart', ""Devonte' Graham"", 'Jonas Valančiūnas', 'Herbert Jones']","['Nickeil Alexander-Walker', 'Jaxson Hayes', 'Garrett Temple', 'Jose Alvarado', 'Gary Clark', 'Willy Hernangómez', 'Naji Marshall', 'Trey Murphy III', 'Tomáš Satoranský']","['Karl-Anthony Towns', 'Anthony Edwards', ""D'Angelo Russell"", 'Jarred Vanderbilt', 'Patrick Beverley']","['Malik Beasley', 'Jaden McDaniels', 'Taurean Prince', 'Josh Okogie', 'Naz Reid', 'Jaylen Nowell', 'Nathan Knight', 'Jake Layman', 'Jordan McLaughlin']",12.53,18.29,3.28,3.71,97.3,101.3,
20220111,LAC,L,85,87,20,18,1,DEN,False,97.0,0.51,14.2,28.0,0.17,108.33,99.3,0.56,11.27,30.67,0.15,120.93,"['Nikola Jokić', 'Aaron Gordon', 'Monte Morris', 'Austin Rivers', 'JaMychal Green']","['Facundo Campazzo', 'Jeff Green', 'Davon Reed', 'Zeke Nnaji', 'Bones Hyland', 'James Ennis III']","['Amir Coffey', 'Marcus Morris', 'Reggie Jackson', 'Nicolas Batum', 'Ivica Zubac']","['Terance Mann', 'Eric Bledsoe', 'Serge Ibaka', 'Brandon Boston Jr.', 'Wenyen Gabriel', 'Xavier Moon', 'Jay Scrubb']",11.99,9.49,4.56,4.31,103.0,100.0,
20220110,HOU,W,111,91,22,16,4,PHI,False,99.47,0.55,10.1,27.93,0.18,121.2,103.23,0.57,10.4,31.73,0.23,126.87,"['Furkan Korkmaz', 'Joel Embiid', 'Matisse Thybulle', 'Tobias Harris', 'Danny Green']","['Isaiah Joe', 'Charlie Brown Jr.', 'Myles Powell', 'Georges Niang', 'Andre Drummond', 'Charles Bassey', 'Braxton Key', 'Aaron Henry']","['Christian Wood', 'Jalen Green', 'Kevin Porter Jr.', ""Jae'Sean Tate"", 'Daniel Theis']","['Garrison Mathews', 'Josh Christopher', 'KJ Martin', 'D.J. Augustin', 'David Nwaba', 'Daishen Nix', 'Usman Garuba']",13.52,9.39,3.15,5.09,133.0,113.0,
20220110,SAS,W,111,96,19,21,1,NYK,False,88.37,0.5,11.37,28.4,0.15,107.9,99.1,0.53,12.17,29.37,0.17,112.6,"['Julius Randle', 'Mitchell Robinson', 'Alec Burks', 'RJ Barrett', 'Evan Fournier']","['Quentin Grimes', 'Immanuel Quickley', 'Obi Toppin', 'Taj Gibson', 'Kevin Knox', 'Miles McBride', 'Jericho Sims']","['Dejounte Murray', 'Joshua Primo', 'Lonnie Walker IV', 'Keita Bates-Diop', 'Jakob Poeltl']","['Devontae Cacok', 'Tyler Johnson', 'Drew Eubanks', 'Bryn Forbes', 'Joe Wieskamp', 'Jaylen Morris', 'Anthony Lamb']",11.79,10.33,3.02,3.18,121.0,109.0,
20220110,BRK,W,114,108,15,24,2,POR,False,93.2,0.51,10.63,23.47,0.2,112.2,98.13,0.55,11.77,31.47,0.2,122.27,"['Nassir Little', 'Anfernee Simons', 'Robert Covington', 'Jusuf Nurkić', 'Ben McLemore']","['CJ Elleby', 'Cody Zeller', 'Trendon Watford', 'Dennis Smith Jr.', 'Tony Snell', 'Greg Brown III']","['Kevin Durant', 'Kyrie Irving', ""DeAndre' Bembry"", 'David Duke Jr.', 'Nic Claxton']","['Patty Mills', 'Cam Thomas', ""Day'Ron Sharpe"", 'Kessler Edwards', 'Blake Griffin', 'James Johnson', 'Bruce Brown', 'Jevon Carter', 'Paul Millsap']",10.03,13.84,3.13,4.65,0.0,0.0,0.0
20220110,CLE,L,108,109,16,26,-2,SAC,False,97.9,0.53,12.33,22.97,0.18,111.37,93.97,0.51,11.6,28.27,0.13,109.93,"['Tyrese Haliburton', ""De'Aaron Fox"", 'Harrison Barnes', 'Alex Len', 'Marvin Bagley III']","['Buddy Hield', 'Neemias Queta', 'Chimezie Metu', 'Davion Mitchell', 'Terence Davis', 'Maurice Harkless', ""Jahmi'us Ramsey"", 'Tristan Thompson', 'Robert Woodard II']","['Evan Mobley', 'Darius Garland', 'Lauri Markkanen', 'Jarrett Allen', 'Lamar Stevens']","['Cedi Osman', 'Kevin Love', 'Rajon Rondo', 'Dean Wade', 'Dylan Windler', 'Ed Davis', 'Brandon Goodwin', 'RJ Nembhard Jr.', 'Kevin Pangos']",11.67,11.81,2.76,4.31,103.0,117.0,
20220110,MIL,W,103,99,21,19,2,CHO,False,102.43,0.61,12.37,22.17,0.19,120.4,99.7,0.54,14.7,25.0,0.15,113.4,"['Miles Bridges', 'Terry Rozier', 'Gordon Hayward', 'LaMelo Ball', 'Mason Plumlee']","['Cody Martin', 'P.J. Washington', 'Jalen McDaniels', 'James Bouknight', 'Kai Jones', 'Arnoldas Kulboka', 'Scottie Lewis', 'Nick Richards', 'Ish Smith', 'JT Thor']","['Khris Middleton', 'Giannis Antetokounmpo', 'Bobby Portis', 'Wesley Matthews', 'Jordan Nwora']","['Pat Connaughton', 'Donte DiVincenzo', 'Rodney Hood', 'Langston Galloway', 'Sandro Mamukelashvili', 'Thanasis Antetokounmpo', 'Luke Kornet', 'Semi Ojeleye', 'Javonte Smart']",14.74,15.04,3.84,2.31,119.5,116.5,
20220110,IND,W,101,98,19,21,2,BOS,False,96.1,0.45,10.47,28.57,0.18,103.0,93.1,0.6,10.47,26.77,0.12,126.03,"['Jaylen Brown', 'Jayson Tatum', 'Robert Williams', 'Marcus Smart', 'Al Horford']","['Josh Richardson', 'Grant Williams', 'Dennis Schröder', 'Enes Freedom', 'Bruno Fernando', 'Sam Hauser', 'Juancho Hernangómez', 'Romeo Langford', 'Aaron Nesmith', 'Brodric Thomas']","['Domantas Sabonis', 'Justin Holiday', 'Duane Washington Jr.', 'Keifer Sykes', 'Myles Turner']","['Oshae Brissett', 'Lance Stephenson', 'Torrey Craig', 'Jeremy Lamb', 'Malcolm Brogdon', 'Isaiah Jackson', 'Terry Taylor']",13.43,11.57,3.14,7.21,0.0,0.0,0.0
20220110,DET,L,116,126,28,12,-3,UTA,False,98.27,0.54,10.53,23.63,0.21,116.7,101.03,0.53,11.47,24.9,0.17,111.83,"['Donovan Mitchell', ""Royce O'Neale"", 'Bojan Bogdanović', 'Hassan Whiteside', 'Mike Conley']","['Jordan Clarkson', 'Eric Paschall', 'Danuel House Jr.', 'Norvel Pelle', 'Trent Forrest', 'Denzel Valentine']","['Cade Cunningham', 'Saddiq Bey', 'Hamidou Diallo', 'Killian Hayes', 'Isaiah Stewart']","['Trey Lyles', 'Cory Joseph', 'Josh Jackson', 'Saben Lee', 'Cassius Stanley', 'Luka Garza']",13.14,6.5,5.4,8.35,0.0,0.0,0.0
20220109,SAC,W,103,88,14,24,-1,POR,False,93.6,0.55,8.57,26.07,0.25,122.9,97.9,0.56,7.1,20.6,0.19,119.5,"['Jusuf Nurkić', 'Anfernee Simons', 'Robert Covington', 'Nassir Little', 'Ben McLemore']","['CJ Elleby', 'Dennis Smith Jr.', 'Tony Snell', 'Trendon Watford', 'Cody Zeller', 'Greg Brown III']","[""De'Aaron Fox"", 'Tyrese Haliburton', 'Harrison Barnes', 'Alex Len', 'Marvin Bagley III']","['Buddy Hield', 'Davion Mitchell', 'Tristan Thompson', 'Terence Davis', 'Chimezie Metu', ""Jahmi'us Ramsey"", 'Robert Woodard II', 'Maurice Harkless']",11.8,11.81,4.21,4.22,121.0,124.5,
20220109,DEN,L,95,99,13,25,3,OKC,False,98.97,0.46,14.43,22.17,0.15,94.47,97.0,0.51,15.17,22.07,0.2,101.87,"['Josh Giddey', 'Shai Gilgeous-Alexander', 'Luguentz Dort', 'Jeremiah Robinson-Earl', 'Derrick Favors']","['Darius Bazley', 'Tre Mann', 'Aaron Wiggins', 'Kenrich Williams', 'Mike Muscala', 'Aleksej Pokusevski', 'Ty Jerome', 'Théo Maledon', 'Olivier Sarr', 'Paul Watson']","['Nikola Jokić', 'Will Barton', 'Monte Morris', 'Aaron Gordon', 'JaMychal Green']","['Austin Rivers', 'Jeff Green', 'Facundo Campazzo', 'Zeke Nnaji', 'Bones Hyland', 'Davon Reed']",7.75,13.41,4.59,3.3,108.0,94.0,
20220109,GSW,L,82,96,22,17,-3,CLE,False,95.9,0.53,11.6,26.97,0.18,115.73,98.43,0.47,12.2,26.67,0.23,105.7,"['Evan Mobley', 'Lamar Stevens', 'Darius Garland', 'Jarrett Allen', 'Lauri Markkanen']","['Rajon Rondo', 'Cedi Osman', 'Dylan Windler', 'Kevin Love', 'Ed Davis', 'Brandon Goodwin', 'RJ Nembhard Jr.', 'Kevin Pangos', 'Dean Wade']","['Stephen Curry', 'Andrew Wiggins', 'Kevon Looney', 'Klay Thompson', 'Draymond Green']","['Andre Iguodala', 'Jordan Poole', 'Otto Porter Jr.', 'Gary Payton II', 'Juan Toscano-Anderson', 'Nemanja Bjelica', 'Chris Chiozza', 'Jonathan Kuminga', 'Damion Lee', 'Moses Moody']",14.13,10.04,5.15,6.62,89.0,104.0,
20220109,MIN,L,123,141,11,29,-1,HOU,False,97.77,0.56,13.53,20.8,0.21,115.53,,,,,,,"['Christian Wood', 'Eric Gordon', 'Jalen Green', 'Kevin Porter Jr.', ""Jae'Sean Tate""]","['Garrison Mathews', 'KJ Martin', 'Josh Christopher', 'David Nwaba', 'Daishen Nix', 'D.J. Augustin', 'Daniel Theis']","['Anthony Edwards', 'Karl-Anthony Towns', ""D'Angelo Russell"", 'Jarred Vanderbilt', 'Jaden McDaniels']","['Malik Beasley', 'Jaylen Nowell', 'Josh Okogie', 'Naz Reid', 'Taurean Prince', 'Nathan Knight', 'Jake Layman', 'Jordan McLaughlin']",9.04,14.91,6.22,4.67,106.0,124.0,
20220109,BRK,L,119,121,15,23,-2,SAS,False,98.73,0.49,15.23,28.73,0.13,104.13,98.13,0.55,11.77,31.47,0.2,122.27,"['Dejounte Murray', 'Joshua Primo', 'Keita Bates-Diop', 'Jakob Poeltl', 'Lonnie Walker IV']","['Bryn Forbes', 'Tyler Johnson', 'Jock Landale', 'Devontae Cacok', 'Joe Wieskamp', 'Drew Eubanks', 'Anthony Lamb', 'Jaylen Morris']","['James Harden', 'Kevin Durant', 'Patty Mills', 'Nic Claxton', 'David Duke Jr.']","['Cam Thomas', ""DeAndre' Bembry"", 'Kessler Edwards', ""Day'Ron Sharpe"", 'Blake Griffin', 'James Johnson', 'Bruce Brown', 'Jevon Carter', 'Paul Millsap']",10.35,11.04,1.99,4.78,0.0,0.0,0.0
20220109,WAS,L,100,102,7,33,-2,ORL,False,99.17,0.47,13.43,19.27,0.19,99.43,104.23,0.56,12.7,24.1,0.19,116.87,"['Cole Anthony', 'Chuma Okeke', 'Gary Harris', 'Franz Wagner', 'Mo Bamba']","['Terrence Ross', 'R.J. Hampton', 'Tim Frazier', 'Freddie Gillespie', 'Moritz Wagner', 'Ignas Brazdeikis', 'Admiral Schofield']","['Kyle Kuzma', 'Bradley Beal', 'Spencer Dinwiddie', 'Kentavious Caldwell-Pope', 'Daniel Gafford']","['Raul Neto', 'Rui Hachimura', 'Deni Avdija', 'Corey Kispert', 'Dāvis Bertāns', 'Greg Monroe', 'Aaron Holiday', 'Isaiah Todd']",10.19,15.94,2.98,6.1,92.0,104.0,
20220109,TOR,L,101,105,14,25,-1,NOP,False,97.8,0.47,11.37,27.13,0.25,107.47,99.13,0.57,15.97,16.0,0.2,110.03,"['Herbert Jones', 'Brandon Ingram', 'Jonas Valančiūnas', 'Garrett Temple', ""Devonte' Graham""]","['Jaxson Hayes', 'Nickeil Alexander-Walker', 'Gary Clark', 'Jose Alvarado', 'Naji Marshall', 'Willy Hernangómez', 'Trey Murphy III']","['Pascal Siakam', 'Fred VanVleet', 'OG Anunoby', 'Scottie Barnes', 'Khem Birch']","['Chris Boucher', 'Precious Achiuwa', 'Svi Mykhailiuk', 'Dalano Banton', 'Isaac Bonga', 'Justin Champagnie', 'Malachi Flynn', 'David Johnson', 'Gary Trent Jr.', 'D.J. Wilson']",10.47,14.61,2.54,4.34,0.0,0.0,0.0
20220109,MEM,L,119,127,21,19,-1,LAL,False,100.1,0.52,16.77,10.33,0.21,99.87,96.1,0.55,15.27,30.57,0.2,116.1,"['LeBron James', 'Malik Monk', 'Russell Westbrook', 'Avery Bradley', 'Stanley Johnson']","['Carmelo Anthony', 'Austin Reaves', 'Talen Horton-Tucker', 'Trevor Ariza', 'Wayne Ellington', 'Dwight Howard', 'DeAndre Jordan', 'Kent Bazemore']","['Ja Morant', 'Jaren Jackson Jr.', 'Kyle Anderson', 'Ziaire Williams', 'Desmond Bane']","['John Konchar', ""De'Anthony Melton"", 'Xavier Tillman Sr.', 'Brandon Clarke', 'Tyus Jones', 'Santi Aldama', 'Jarrett Culver', 'Killian Tillie', 'DaQuan Jeffries']",14.45,13.22,6.27,6.4,105.0,110.0,
20220109,DAL,L,99,113,26,10,2,CHI,False,97.1,0.58,10.8,15.93,0.26,121.87,97.8,0.48,17.43,21.43,0.23,94.23,"['Zach LaVine', 'Nikola Vučević', 'DeMar DeRozan', 'Lonzo Ball', 'Derrick Jones Jr.']","['Coby White', 'Ayo Dosunmu', 'Troy Brown Jr.', 'Tony Bradley', 'Devon Dotson', 'Alfonzo McKinnie', 'Matt Thomas', 'Mac McClung', 'Marko Simonovic']","['Luka Dončić', 'Maxi Kleber', 'Dorian Finney-Smith', 'Jalen Brunson', 'Dwight Powell']","['Tim Hardaway Jr.', 'Josh Green', 'Reggie Bullock', 'Sterling Brown', 'Marquese Chriss', 'Moses Brown', 'Frank Ntilikina', 'Trey Burke', 'Boban Marjanović']",13.73,11.21,5.41,4.76,117.0,107.0,
20220109,LAC,L,93,106,17,21,-2,ATL,False,100.9,0.53,7.87,24.7,0.2,118.17,99.3,0.56,11.27,30.67,0.15,120.93,"['Onyeka Okongwu', 'Kevin Huerter', 'Trae Young', 'John Collins', 'Bogdan Bogdanović']","['Timothé Luwawu-Cabarrot', 'Danilo Gallinari', 'Delon Wright', 'Cam Reddish', 'Jalen Johnson', 'Skylar Mays', 'Sharife Cooper']","['Amir Coffey', 'Nicolas Batum', 'Marcus Morris', 'Ivica Zubac', 'Reggie Jackson']","['Terance Mann', 'Eric Bledsoe', 'Serge Ibaka', 'Brandon Boston Jr.', 'Wenyen Gabriel', 'Keon Johnson', 'Jay Scrubb', 'Xavier Moon']",15.35,7.52,4.97,4.04,0.0,0.0,0.0
20220108,IND,L,113,125,28,11,-1,UTA,False,99.43,0.53,11.13,24.83,0.28,117.67,93.1,0.6,10.47,26.77,0.12,126.03,"[""Royce O'Neale"", 'Bojan Bogdanović', 'Donovan Mitchell', 'Mike Conley', 'Hassan Whiteside']","['Jordan Clarkson', 'Rudy Gay', 'Danuel House Jr.', 'Norvel Pelle', 'Eric Paschall', 'Udoka Azubuike', 'Jared Butler', 'Trent Forrest']","['Domantas Sabonis', 'Duane Washington Jr.', 'Keifer Sykes', 'Justin Holiday', 'Myles Turner']","['Lance Stephenson', 'Chris Duarte', 'Oshae Brissett', 'Jeremy Lamb', 'Ahmad Caver', 'Nate Hinton', 'Terry Taylor']",13.05,11.64,4.66,4.8,100.0,111.0,
20220108,DET,L,92,97,7,32,-4,ORL,False,99.37,0.49,13.8,21.03,0.19,102.1,101.03,0.53,11.47,24.9,0.17,111.83,"['Cole Anthony', 'Gary Harris', 'Mo Bamba', 'Franz Wagner', 'Freddie Gillespie']","['Terrence Ross', 'Chuma Okeke', 'R.J. Hampton', 'Moritz Wagner', 'Tim Frazier', 'Admiral Schofield', 'Ignas Brazdeikis', 'Wendell Carter Jr.']","['Saddiq Bey', 'Cade Cunningham', 'Hamidou Diallo', 'Killian Hayes', 'Isaiah Stewart']","['Trey Lyles', 'Cory Joseph', 'Josh Jackson', 'Saben Lee', 'Rodney McGruder', 'Luka Garza']",8.83,7.96,6.09,8.17,103.0,110.0,
20220108,MEM,L,108,123,19,20,-1,LAC,False,97.33,0.58,14.17,15.17,0.18,113.6,96.1,0.55,15.27,30.57,0.2,116.1,"['Marcus Morris', 'Reggie Jackson', 'Amir Coffey', 'Nicolas Batum', 'Ivica Zubac']","['Terance Mann', 'Brandon Boston Jr.', 'Eric Bledsoe', 'Justise Winslow', 'Keon Johnson', 'Jay Scrubb', 'Serge Ibaka', 'Wenyen Gabriel']","['Tyus Jones', 'Jaren Jackson Jr.', 'Desmond Bane', 'Killian Tillie', 'Dillon Brooks']","['Brandon Clarke', ""De'Anthony Melton"", 'Jarrett Culver', 'Santi Aldama', 'Ziaire Williams', 'Jon Teske', 'DaQuan Jeffries', 'Dakota Mathias']",8.55,8.77,6.12,4.36,111.0,120.0,
20220108,MIL,W,114,106,20,19,-3,CHO,False,102.43,0.65,14.07,19.97,0.2,123.4,99.7,0.54,14.7,25.0,0.15,113.4,"['Miles Bridges', 'Terry Rozier', 'Gordon Hayward', 'LaMelo Ball', 'Mason Plumlee']","['Kelly Oubre Jr.', 'Cody Martin', 'P.J. Washington', 'Jalen McDaniels', 'James Bouknight', 'Kai Jones', 'Nick Richards', 'Ish Smith', 'JT Thor']","['Bobby Portis', 'Khris Middleton', 'Giannis Antetokounmpo', 'Wesley Matthews', 'Jordan Nwora']","['Rodney Hood', 'Langston Galloway', 'Semi Ojeleye', 'Sandro Mamukelashvili', 'Thanasis Antetokounmpo', 'Jeff Dowtin', 'Luke Kornet', 'Javonte Smart']",12.65,14.8,5.5,1.74,125.0,127.0,
20220108,MIA,L,100,123,30,8,-1,PHO,False,100.57,0.5,9.6,31.6,0.11,114.73,99.87,0.51,14.33,31.07,0.21,113.97,"['Devin Booker', 'Chris Paul', 'Deandre Ayton', 'Mikal Bridges', 'Jae Crowder']","['Cameron Johnson', 'Cameron Payne', 'Jalen Smith', 'Justin Jackson', 'JaVale McGee', 'Ish Wainright', 'Bismack Biyombo', 'Elfrid Payton']","['Kyle Lowry', 'Omer Yurtseven', 'Caleb Martin', 'P.J. Tucker', 'Max Strus']","['Tyler Herro', 'Duncan Robinson', 'Chris Silva', 'Kyle Guy', 'Haywood Highsmith', 'KZ Okpala']",12.24,12.89,8.17,6.52,0.0,0.0,0.0
20220108,BOS,L,75,99,19,20,2,NYK,False,92.93,0.53,12.2,26.43,0.22,113.97,96.1,0.51,13.0,25.8,0.18,109.4,"['RJ Barrett', 'Julius Randle', 'Immanuel Quickley', 'Alec Burks', 'Mitchell Robinson']","['Quentin Grimes', 'Taj Gibson', 'Obi Toppin', 'Miles McBride', 'Kevin Knox', 'Jericho Sims']","['Jaylen Brown', 'Robert Williams', 'Jayson Tatum', 'Marcus Smart', 'Al Horford']","['Josh Richardson', 'Grant Williams', 'Dennis Schröder', 'Enes Freedom', 'Aaron Nesmith', 'Romeo Langford', 'Bruno Fernando', 'Sam Hauser', 'Juancho Hernangómez']",10.88,15.75,4.9,4.01,117.7,117.7,
20220107,HOU,W,130,106,20,18,2,DAL,False,94.5,0.49,10.87,16.43,0.21,104.87,97.77,0.58,12.03,34.7,0.23,126.23,"['Maxi Kleber', 'Jalen Brunson', 'Dorian Finney-Smith', 'Reggie Bullock', 'Dwight Powell']","['Josh Green', 'Tim Hardaway Jr.', 'Sterling Brown', 'Frank Ntilikina', 'Trey Burke', 'Moses Brown', 'Marquese Chriss', 'Theo Pinson']","['Kevin Porter Jr.', ""Jae'Sean Tate"", 'Jalen Green', 'Christian Wood', 'Eric Gordon']","['Garrison Mathews', 'Josh Christopher', 'David Nwaba', 'KJ Martin', 'Armoni Brooks', 'Daishen Nix', 'Trevelin Queen', 'D.J. Augustin', 'Daniel Theis']",8.41,9.13,3.58,5.74,116.0,106.0,
20220107,CLE,L,101,114,14,23,-3,POR,False,95.5,0.52,7.43,26.7,0.28,122.5,95.9,0.51,12.4,23.83,0.14,105.8,"['Norman Powell', 'Anfernee Simons', 'Robert Covington', 'Jusuf Nurkić', 'Nassir Little']","['Ben McLemore', 'Dennis Smith Jr.', 'Trendon Watford', 'Cody Zeller', 'CJ Elleby', 'Greg Brown III', 'Tony Snell']","['Darius Garland', 'Evan Mobley', 'Lauri Markkanen', 'Jarrett Allen', 'Lamar Stevens']","['Cedi Osman', 'Kevin Love', 'Rajon Rondo', 'Dylan Windler', 'Ed Davis', 'RJ Nembhard Jr.', 'Kevin Pangos', 'Dean Wade']",13.53,14.04,4.01,5.6,104.0,107.0,
20220107,UTA,W,122,108,18,17,-3,TOR,False,102.37,0.5,12.17,26.1,0.21,108.77,99.43,0.56,11.27,18.4,0.16,113.97,"['Pascal Siakam', 'Fred VanVleet', 'Gary Trent Jr.', 'OG Anunoby', 'Scottie Barnes']","['Chris Boucher', 'Precious Achiuwa', 'Khem Birch', 'Justin Champagnie', 'Dalano Banton', 'Malachi Flynn', 'Svi Mykhailiuk', 'D.J. Wilson', 'David Johnson']","['Elijah Hughes', 'Eric Paschall', 'Trent Forrest', 'Jared Butler', 'Hassan Whiteside']","['Danuel House Jr.', 'Malik Fitts', 'Udoka Azubuike', 'Norvel Pelle', 'Jordan Clarkson', ""Royce O'Neale""]",15.03,2.98,4.62,4.39,103.0,119.0,
20220107,MIL,L,109,121,24,12,-1,BRK,False,99.7,0.53,11.73,25.7,0.26,116.57,99.7,0.54,14.7,25.0,0.15,113.4,"['Kevin Durant', 'James Harden', 'Patty Mills', 'Nic Claxton', 'David Duke Jr.']","['Cam Thomas', 'James Johnson', 'Bruce Brown', 'LaMarcus Aldridge', ""DeAndre' Bembry"", ""Day'Ron Sharpe"", 'Jevon Carter', 'Kessler Edwards', 'Blake Griffin', 'Paul Millsap']","['Bobby Portis', 'Jordan Nwora', 'Khris Middleton', 'Wesley Matthews', 'Giannis Antetokounmpo']","['Rodney Hood', 'Langston Galloway', 'Sandro Mamukelashvili', 'Semi Ojeleye', 'Thanasis Antetokounmpo', 'Javonte Smart', 'Luke Kornet', 'Jeff Dowtin']",13.45,13.19,5.35,2.0,104.0,127.0,
20220107,MIN,L,105,135,13,24,-2,OKC,False,96.33,0.44,12.3,22.47,0.13,94.47,,,,,,,"['Josh Giddey', 'Shai Gilgeous-Alexander', 'Luguentz Dort', 'Aaron Wiggins', 'Jeremiah Robinson-Earl']","['Tre Mann', 'Aleksej Pokusevski', 'Kenrich Williams', 'Darius Bazley', 'Mike Muscala', 'Théo Maledon', 'Ty Jerome', 'Paul Watson']","[""D'Angelo Russell"", 'Anthony Edwards', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Jaden McDaniels']","['Malik Beasley', 'Josh Okogie', 'Naz Reid', 'Taurean Prince', 'Jaylen Nowell', 'Jordan McLaughlin', 'Jake Layman', 'Nathan Knight']",9.36,11.71,5.65,5.4,90.0,98.0,
20220107,DEN,L,111,121,16,24,-3,SAC,False,97.27,0.56,13.87,20.77,0.21,113.47,97.0,0.51,15.17,22.07,0.2,101.87,"[""De'Aaron Fox"", 'Harrison Barnes', 'Marvin Bagley III', 'Tyrese Haliburton', 'Damian Jones']","['Alex Len', 'Buddy Hield', 'Davion Mitchell', 'Tristan Thompson', 'Maurice Harkless', 'Neemias Queta', ""Jahmi'us Ramsey"", 'Robert Woodard II', 'Terence Davis']","['Will Barton', 'Nikola Jokić', 'Aaron Gordon', 'Monte Morris', 'JaMychal Green']","['Facundo Campazzo', 'Austin Rivers', 'Jeff Green', 'Bones Hyland', 'Zeke Nnaji', 'Bol Bol', 'Davon Reed']",10.87,12.19,4.0,3.46,0.0,0.0,0.0
20220107,CHI,L,122,130,19,19,-1,WAS,False,104.33,0.54,12.23,18.83,0.26,113.2,97.1,0.53,11.93,27.37,0.21,113.17,"['Kyle Kuzma', 'Bradley Beal', 'Spencer Dinwiddie', 'Daniel Gafford', 'Kentavious Caldwell-Pope']","['Corey Kispert', 'Deni Avdija', 'Greg Monroe', 'Aaron Holiday', 'Raul Neto', 'Isaiah Todd']","['Lonzo Ball', 'Nikola Vučević', 'Zach LaVine', 'DeMar DeRozan', 'Derrick Jones Jr.']","['Coby White', 'Ayo Dosunmu', 'Troy Brown Jr.', 'Tony Bradley', 'Jordan Bell', 'Alfonzo McKinnie', 'Marko Simonovic']",17.47,13.59,6.37,6.13,119.0,120.0,
