Unnamed: 0,Opponent,Resultado,Tm,Opp,W,L,Team,Is_Playoffs,Previous_Team_Pace,Previous_Team_eFG%,Previous_Team_TOV%,Previous_Team_ORB%,Previous_Team_FT/FGA,Previous_Team_ORtg,Previous_Opponent_Pace,Previous_Opponent_eFG%,Previous_Opponent_TOV%,Previous_Opponent_ORB%,Previous_Opponent_FT/FGA,Previous_Opponent_ORtg,Previous_Streak,Previous_Tm,Previous_Opp,Score_Starters_Team,Score_Starters_Opp,Score_Bench_Team,Score_Bench_Opp
945,11,W,105,102,11,2,1,True,99.78,0.54,10.03,19.25,0.19,115.41,99.78,0.55,15.55,19.73,0.21,110.16,6.0,124.3,116.3,15.86,2.9,-14.41,-13.17
946,6,W,107,89,12,2,1,True,99.78,0.54,10.03,19.25,0.19,115.41,99.78,0.55,15.55,19.73,0.21,110.16,10.0,127.0,105.0,15.86,12.88,-11.08,-8.92
947,6,W,105,98,13,2,1,True,99.78,0.54,10.03,19.25,0.19,115.41,99.78,0.55,15.55,19.73,0.21,110.16,8.0,121.3,103.0,15.86,12.88,-11.08,-8.92
948,6,W,106,99,14,2,1,True,99.78,0.54,10.03,19.25,0.19,115.41,99.78,0.55,15.55,19.73,0.21,110.16,9.0,116.7,99.0,15.86,12.88,-14.41,-8.92
949,6,L,84,122,15,4,1,True,99.78,0.54,10.03,19.25,0.19,115.41,99.78,0.55,15.55,19.73,0.21,110.16,10.0,106.0,95.3,15.86,12.88,-11.08,-8.92
950,6,W,106,88,15,3,1,True,99.78,0.54,10.03,19.25,0.19,115.41,99.78,0.55,15.55,19.73,0.21,110.16,-1.0,98.3,106.3,15.86,12.88,-11.08,-8.92
951,5,L,113,114,0,2,2,False,101.67,0.5,14.2,12.73,0.14,95.7,101.67,0.5,9.8,26.03,0.17,112.73,-5.0,116.0,116.0,6.41,10.63,-2.63,-14.52
952,6,L,120,125,0,3,2,False,101.52,0.51,13.97,14.24,0.14,97.23,101.52,0.52,8.97,24.41,0.15,115.71,-1.0,110.0,112.7,2.55,19.81,-3.61,-8.32
953,4,W,133,121,0,2,2,False,102.0,0.52,13.42,12.62,0.15,98.01,102.0,0.52,8.46,25.15,0.15,117.31,2.0,115.7,102.7,7.62,10.84,-1.92,-3.43
954,15,W,109,105,1,2,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,1.0,115.7,102.0,12.97,7.79,-4.71,-9.46
955,3,W,109,107,2,2,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-1.0,105.0,119.0,13.12,9.18,-3.87,-14.38
956,16,L,125,129,3,5,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-1.0,111.7,112.0,13.12,8.23,-8.69,-9.13
957,12,W,100,93,3,4,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-1.0,114.0,113.0,12.23,19.73,-10.35,-11.42
958,15,L,115,122,6,7,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,2.0,118.0,103.3,7.28,4.55,2.64,-7.55
959,15,W,112,97,6,8,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-1.0,117.7,109.0,7.28,-6.78,-6.38,-9.13
960,3,W,118,109,7,8,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,3.0,104.0,114.3,7.02,8.56,-7.7,-17.42
961,4,L,128,129,9,10,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,1.0,119.3,104.3,7.28,6.54,-1.44,-9.36
962,7,L,101,124,13,12,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-3.0,109.3,117.3,11.89,9.55,-9.13,-11.25
963,9,L,120,124,13,13,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,2.0,123.0,113.0,11.89,5.25,-9.53,-5.6
964,7,L,117,122,13,16,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-1.0,108.3,117.3,11.89,15.76,-9.53,-13.54
965,8,W,126,115,13,15,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,1.0,123.0,119.7,11.89,8.63,-9.53,-5.97
966,8,W,118,112,14,15,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,1.0,123.7,117.7,11.89,11.98,-9.53,-5.06
967,16,L,122,144,15,17,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-2.0,114.0,121.7,4.67,8.23,-10.24,-15.89
968,10,L,101,112,15,21,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,1.0,119.7,105.0,7.28,7.71,-6.81,-16.53
969,5,L,102,111,16,23,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-1.0,112.0,115.0,7.28,12.75,-1.33,-11.7
970,15,L,95,96,16,24,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,1.0,112.0,108.0,7.28,8.36,-1.33,-9.51
971,13,W,130,112,16,24,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,2.0,106.7,108.7,7.28,13.81,-1.33,-15.22
972,12,L,114,125,17,26,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,1.0,108.7,104.0,7.28,9.03,-1.33,-6.89
973,17,L,94,96,17,28,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-1.0,117.0,122.0,7.28,10.71,-5.15,-12.76
974,10,W,106,104,17,27,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-5.0,114.0,107.3,12.49,8.61,-7.66,-18.14
975,9,L,98,109,20,30,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-2.0,127.7,117.7,11.89,4.77,-4.62,-13.03
976,6,L,107,119,20,31,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-2.0,113.0,116.7,12.06,11.38,-12.87,-11.51
977,5,L,95,118,20,32,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-2.0,109.7,113.7,6.85,18.03,-4.08,-6.63
978,17,L,86,101,21,36,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-3.0,106.7,108.7,13.23,8.58,-4.85,-15.48
979,14,W,111,86,21,35,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,2.0,123.7,127.0,14.95,-2.54,-5.93,-12.62
980,14,L,102,106,24,38,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,1.0,120.7,111.7,9.74,-11.61,-3.87,-12.13
981,8,L,112,118,25,39,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,2.0,122.3,111.7,6.04,10.41,-3.6,-19.28
982,4,L,99,110,25,40,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-1.0,121.0,112.0,14.95,0.49,-13.48,-19.97
983,5,W,120,101,25,39,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-3.0,103.3,114.3,14.95,6.23,-10.56,-20.56
984,11,L,100,121,26,42,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,3.0,123.0,123.3,14.95,10.1,-8.63,-13.23
985,16,L,108,115,26,45,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-1.0,120.0,130.3,14.35,8.65,-10.56,-11.86
986,3,W,125,108,28,45,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,2.0,104.7,115.7,14.95,3.75,-8.69,-15.51
987,13,L,104,116,29,47,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,1.0,118.0,110.7,14.95,11.43,-8.69,-12.2
988,11,L,111,133,29,48,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-2.0,117.7,127.3,14.95,10.1,-8.69,-12.17
989,11,W,115,111,29,47,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-2.0,115.7,129.0,14.95,7.38,-8.69,-13.99
990,8,W,113,103,30,47,2,False,101.73,0.51,13.86,13.2,0.14,96.98,101.73,0.51,9.08,25.2,0.16,115.25,-1.0,118.7,115.0,14.95,-17.02,-8.69,-11.02
991,8,L,99,111,1,2,4,False,103.37,0.52,10.57,23.1,0.17,111.0,103.37,0.55,15.6,24.6,0.21,112.3,2.0,114.0,109.0,11.0,9.71,-2.16,-1.48
992,10,L,119,128,1,4,4,False,105.32,0.54,10.79,24.13,0.16,114.17,105.32,0.56,15.7,20.1,0.22,110.77,-4.0,118.0,109.3,11.47,12.01,-2.6,-12.95
993,11,W,125,124,1,3,4,False,105.96,0.52,9.22,23.01,0.17,112.59,105.96,0.56,15.27,21.23,0.22,111.59,1.0,113.0,116.7,11.47,8.45,-5.49,-6.46
994,6,L,118,124,2,5,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,2.0,118.7,107.0,9.52,12.64,-13.86,-7.69
995,15,L,105,111,3,8,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,4.0,115.0,117.3,1.47,4.55,-14.42,-7.84
996,16,L,99,130,3,9,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,116.3,112.7,9.52,8.23,-9.04,-15.81
997,17,L,117,123,6,13,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,3.0,117.0,115.7,12.42,-0.33,-13.22,-13.95
998,3,L,100,111,6,14,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,100.0,110.3,9.1,4.46,-13.04,-17.42
999,15,L,114,116,7,15,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-2.0,111.7,110.3,9.1,-3.99,-11.94,-11.62
1000,15,L,104,115,7,16,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,109.0,110.0,9.1,-3.99,-11.52,-8.55
1001,11,L,113,144,7,20,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,1.0,117.0,116.3,9.1,7.94,-13.74,-5.21
1002,7,L,95,102,7,21,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-7.0,109.7,117.0,0.77,15.76,-10.51,-13.5
1003,12,L,104,113,7,22,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,104.0,120.0,3.22,3.31,-12.55,-8.8
1004,13,L,112,133,7,23,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-2.0,122.0,121.7,3.2,6.46,-12.12,-7.41
1005,7,L,93,111,7,25,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-7.0,105.0,113.3,-5.13,15.76,-11.1,-12.31
1006,3,L,91,104,8,26,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-2.0,96.3,115.3,5.21,-4.26,-12.8,-7.18
1007,3,L,112,119,8,27,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,94.0,112.0,3.2,0.85,-17.74,-11.28
1008,15,L,87,104,8,30,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-2.0,107.7,114.0,5.0,3.44,-11.08,-7.56
1009,17,W,128,125,9,31,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,116.0,114.7,14.26,7.46,-17.95,-14.37
1010,8,L,106,113,10,33,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,109.7,106.7,3.05,7.72,-14.59,-6.41
1011,10,L,104,138,10,34,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-3.0,116.7,119.0,3.05,8.61,-14.88,-15.59
1012,3,L,110,117,10,37,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-2.0,101.0,111.3,-2.62,3.75,-14.28,-16.55
1013,11,L,99,115,10,39,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-6.0,117.7,125.7,-5.13,10.1,-13.39,-8.92
1014,13,L,118,124,10,40,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-9.0,120.3,128.0,-5.86,11.43,-12.87,-14.35
1015,16,L,84,120,10,42,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-3.0,117.3,121.0,-3.35,8.65,-17.65,-13.55
1016,14,W,115,106,10,41,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-3.0,108.0,128.7,-3.19,-6.2,-15.41,-12.13
1017,11,W,111,102,11,41,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-7.0,112.3,127.7,-3.19,10.1,-12.8,-8.73
1018,9,L,84,97,14,43,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-2.0,110.3,108.3,-3.19,2.1,-14.03,-8.9
1019,16,L,85,123,15,44,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-10.0,99.3,124.7,-3.19,8.65,-14.03,-11.95
1020,16,L,99,111,15,45,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,89.3,124.3,-3.19,8.65,-14.78,-13.03
1021,8,L,97,114,16,50,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,106.0,109.0,0.49,7.32,-18.94,-15.79
1022,14,W,110,98,16,49,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,1.0,107.0,122.3,-5.11,-14.37,-14.95,-8.49
1023,5,L,92,115,17,55,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,1.0,106.0,109.7,-5.11,12.06,-14.95,-18.14
1024,5,W,118,111,17,54,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-5.0,100.7,110.0,-5.11,12.97,-14.95,-12.66
1025,9,L,97,115,18,56,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,103.0,106.7,-5.11,4.61,-14.95,-7.89
1026,12,L,118,130,18,57,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-8.0,108.7,119.3,-5.11,12.66,-14.9,-8.14
1027,6,L,104,130,19,61,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,-1.0,115.0,112.3,-0.75,12.88,-18.78,-13.65
1028,5,W,120,110,20,61,4,False,104.88,0.53,10.19,23.41,0.17,112.59,104.88,0.56,15.52,21.98,0.22,111.55,1.0,105.3,107.0,-17.73,7.35,-16.42,-18.9
1029,8,L,102,118,1,3,3,False,99.4,0.51,12.73,15.1,0.16,103.53,99.4,0.46,15.37,20.47,0.15,93.17,2.0,115.3,101.3,10.39,7.56,-7.72,-5.6
1030,11,W,112,105,1,2,3,False,100.37,0.49,13.51,13.93,0.17,97.64,100.37,0.44,16.69,21.49,0.12,87.29,-2.0,115.0,119.3,8.56,5.52,-14.1,-1.15
1031,6,L,105,114,2,4,3,False,99.59,0.49,13.91,16.34,0.16,98.69,99.59,0.44,15.72,21.32,0.13,89.79,1.0,119.3,113.3,8.56,9.82,-12.22,-11.58
1032,7,L,101,123,2,6,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,1.0,109.7,106.3,9.18,15.76,-14.38,-14.67
1033,8,W,119,108,3,6,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,107.3,104.7,9.18,6.54,-16.95,-9.12
1034,16,L,109,118,4,8,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-2.0,103.7,110.0,9.18,8.23,-14.73,-14.13
1035,15,W,102,97,4,9,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,105.7,101.3,10.07,4.55,-15.01,-7.69
1036,15,L,100,118,5,11,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,1.0,102.0,99.3,10.07,4.55,-16.37,-8.35
1037,16,W,120,113,5,14,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,100.3,111.7,-2.17,8.23,-15.42,-15.2
1038,16,L,129,133,9,16,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,1.0,107.0,112.0,2.23,8.23,-15.83,-15.2
1039,7,L,106,114,9,17,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-3.0,107.0,115.0,2.23,12.01,-15.83,-13.91
1040,15,W,124,116,9,16,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,97.7,105.7,4.46,-3.99,-17.42,-8.55
1041,15,L,116,118,10,18,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,1.0,108.7,110.3,2.23,-3.99,-15.83,-9.07
1042,13,W,124,108,11,17,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-2.0,114.3,113.0,4.46,10.51,-17.42,-11.47
1043,5,L,95,109,13,19,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-3.0,108.3,115.0,4.46,2.94,-17.42,-12.74
1044,11,L,104,120,14,20,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,1.0,115.7,115.7,0.85,7.01,-18.44,-9.0
1045,10,W,124,119,17,21,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,2.0,123.3,120.7,10.07,7.71,-15.01,-16.53
1046,9,L,131,140,18,23,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,1.0,113.0,125.0,10.07,7.43,-15.01,-14.98
1047,5,L,91,109,19,24,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,106.0,117.0,10.07,12.75,-15.01,-11.7
1048,14,W,125,96,20,23,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,2.0,109.0,109.0,4.46,-5.05,-17.42,-9.52
1049,13,L,132,141,21,26,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,2.0,117.3,112.3,4.46,13.81,-17.42,-13.99
1050,17,W,129,123,23,27,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,1.0,129.7,133.7,4.0,10.71,-16.22,-14.6
1051,14,W,118,110,24,27,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,2.0,114.0,102.3,3.75,-4.31,-16.07,-11.7
1052,5,L,105,108,26,30,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,91.7,105.0,1.77,18.03,-14.01,-7.86
1053,8,L,95,105,27,32,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,1.0,108.0,102.3,3.75,10.41,-21.41,-14.22
1054,5,W,132,123,27,31,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,97.0,108.7,1.77,18.03,-23.1,-8.04
1055,16,L,97,113,28,33,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,119.3,121.3,3.75,8.65,-17.89,-11.86
1056,9,W,125,122,30,32,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,124.7,125.7,3.75,2.1,-17.89,-5.06
1057,12,L,102,112,31,34,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,116.7,120.7,3.75,12.66,-17.89,-12.4
1058,6,L,92,127,31,35,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,121.3,113.7,3.75,12.88,-17.89,-7.19
1059,11,W,132,129,31,34,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,112.7,116.7,3.75,10.1,-17.89,-13.71
1060,12,L,111,126,32,36,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,105.7,114.7,1.51,11.79,-18.71,-13.04
1061,10,L,117,127,34,37,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,3.0,120.3,121.0,1.51,6.48,-16.29,-16.83
1062,11,W,125,99,34,38,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,1.0,116.0,118.0,3.75,10.1,-15.85,-12.17
1063,17,W,109,101,35,39,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,1.0,131.3,134.7,3.75,9.33,-15.16,-16.86
1064,8,W,127,105,37,42,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,105.3,110.3,4.5,-9.29,-19.01,-15.31
1065,15,L,91,112,40,45,3,False,99.79,0.5,13.38,15.12,0.16,99.95,99.79,0.45,15.93,21.09,0.13,90.08,-1.0,113.3,117.3,3.75,0.84,-14.49,-3.61
1066,11,L,113,125,1,3,5,False,98.63,0.5,14.4,24.13,0.21,105.2,98.63,0.49,14.23,23.57,0.1,100.13,1.0,121.0,114.3,5.56,10.54,-19.27,-3.51
1067,11,L,116,121,2,5,5,False,99.68,0.53,13.07,20.81,0.18,108.17,99.68,0.52,14.61,25.66,0.1,105.94,-2.0,116.7,111.0,18.86,8.45,-7.29,-7.49
1068,9,W,115,104,2,4,5,False,100.3,0.54,12.42,19.95,0.18,110.46,100.3,0.54,13.01,26.74,0.11,111.59,-2.0,99.0,107.3,15.44,8.51,-8.63,-1.85
1069,9,W,118,110,3,5,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,1.0,110.0,110.0,18.03,8.51,-8.98,-7.64
1070,8,W,108,100,5,6,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,1.0,109.7,89.7,10.14,6.67,-11.7,-5.36
1071,7,W,121,109,6,6,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,-2.0,112.0,117.3,10.14,12.01,-11.7,-17.11
1072,15,L,96,129,8,8,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,-1.0,105.3,106.3,8.22,-1.57,-12.78,-6.43
1073,13,L,115,121,8,9,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,1.0,116.7,111.0,18.03,10.85,-7.71,-12.17
1074,8,W,110,101,10,9,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,2.0,111.7,91.7,18.03,9.77,-7.71,-4.0
1075,15,W,111,99,12,9,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,-1.0,105.0,116.0,13.62,-3.99,-13.48,-10.52
1076,10,W,135,130,14,12,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,4.0,108.3,100.3,12.75,12.01,-11.7,-15.56
1077,6,W,113,110,17,13,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,3.0,105.7,103.0,2.94,6.66,-12.74,-11.82
1078,16,L,111,119,18,15,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,1.0,110.0,108.3,12.75,8.23,-12.0,-14.94
1079,16,W,135,95,23,15,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,-1.0,113.0,109.0,12.75,-1.07,-12.0,-13.05
1080,16,L,116,126,26,17,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,6.0,120.0,105.3,12.75,8.23,-8.73,-13.31
1081,16,W,112,100,26,16,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,-1.0,120.7,113.3,12.75,8.23,-12.61,-13.9
1082,12,W,118,108,27,16,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,1.0,119.7,109.7,17.16,9.03,-9.73,-6.89
1083,8,W,128,121,28,16,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,1.0,110.7,97.0,18.03,5.85,-7.43,-6.54
1084,14,W,108,101,29,16,5,False,99.54,0.52,13.3,21.63,0.19,107.94,99.54,0.52,13.95,25.32,0.1,105.89,1.0,116.0,112.7,13.62,-4.31,-7.71,-6.63
