Date,Opponent,Resultado,Tm,Opp,W,L,Streak,Team,Is_Playoffs,Previous_Team_Pace,Previous_Team_eFG%,Previous_Team_TOV%,Previous_Team_ORB%,Previous_Team_FT/FGA,Previous_Team_ORtg,Previous_Opponent_Pace,Previous_Opponent_eFG%,Previous_Opponent_TOV%,Previous_Opponent_ORB%,Previous_Opponent_FT/FGA,Previous_Opponent_ORtg,GmSc_Starters_Team,GmSc_Starters_Opp,GmSc_Bench_Team,GmSc_Bench_Opp
20221210,MIN,W,124,118,13,12,-5,POR,False,97.23,0.57,12.3,26.87,0.21,120.7,,,,,,,17.04,14.06,2.91,4.18
20221210,DEN,L,110,115,15,13,-1,UTA,False,105.1,0.59,15.27,23.93,0.26,117.43,94.67,0.56,14.03,21.4,0.22,111.63,8.39,13.62,4.13,3.16
20221210,MIA,W,115,111,7,18,-1,SAS,False,102.0,0.54,12.33,29.07,0.14,114.1,103.13,0.52,13.3,16.5,0.27,109.27,8.73,16.11,6.62,2.22
20221210,IND,W,136,133,15,12,-1,BRK,False,102.77,0.65,15.07,13.47,0.12,118.87,104.73,0.49,14.63,35.8,0.26,111.37,2.24,14.72,6.33,4.08
20221210,CLE,L,102,110,11,14,-5,OKC,False,107.87,0.51,15.03,27.43,0.25,110.4,95.87,0.52,13.63,22.5,0.21,108.8,12.43,8.89,3.73,1.77
20221210,GSW,L,107,123,21,5,-3,BOS,False,98.33,0.59,16.3,22.33,0.23,116.07,100.97,0.51,13.37,20.87,0.19,107.87,14.47,13.09,4.61,5.41
20221209,MIL,L,105,106,13,11,-4,DAL,False,98.8,0.6,13.4,12.83,0.24,116.63,101.97,0.55,12.73,20.43,0.18,115.37,14.11,16.35,5.26,4.56
20221209,IND,L,111,121,11,14,-1,WAS,False,103.07,0.53,12.0,25.43,0.21,112.5,104.73,0.49,14.63,35.8,0.26,111.37,11.91,14.92,6.17,3.5
20221209,PHO,W,128,117,16,8,-1,NOP,False,100.97,0.53,11.6,19.37,0.28,112.97,100.1,0.56,13.2,25.87,0.17,116.53,11.32,9.14,6.33,6.8
20221209,MEM,L,103,114,7,20,-1,DET,False,100.17,0.55,11.67,20.57,0.23,116.27,98.43,0.51,14.13,16.47,0.21,103.27,8.48,13.47,5.67,7.85
20221209,TOR,W,113,109,6,20,-8,ORL,False,97.97,0.48,12.53,24.33,0.28,107.4,101.0,0.54,13.07,22.3,0.24,113.33,10.56,14.5,4.82,4.89
20221209,CHO,W,121,102,12,13,3,NYK,False,97.43,0.5,16.47,26.37,0.24,104.8,102.2,0.53,14.4,22.43,0.17,108.43,10.59,14.17,2.96,2.82
20221209,LAL,W,133,122,12,12,2,PHI,False,93.93,0.51,14.63,20.6,0.23,104.83,101.13,0.55,10.5,28.63,0.2,120.33,13.7,14.49,3.59,5.28
20221209,MIN,L,108,118,15,12,2,UTA,False,104.6,0.64,17.37,28.3,0.28,123.83,,,,,,,9.91,12.25,4.55,5.4
20221209,BRK,L,116,120,13,12,5,ATL,False,98.0,0.55,11.63,21.33,0.22,114.67,102.77,0.55,9.07,20.13,0.22,116.47,10.47,12.75,3.61,2.84
20221209,CLE,W,106,95,13,10,1,SAC,False,100.0,0.55,10.8,17.5,0.2,115.47,95.87,0.52,13.63,22.5,0.21,108.8,12.25,10.25,2.94,5.42
20221208,DEN,L,120,121,13,11,4,POR,False,98.0,0.55,12.0,25.73,0.21,116.03,94.67,0.56,14.03,21.4,0.22,111.63,16.29,13.09,4.05,3.2
20221208,HOU,W,118,109,6,18,4,SAS,False,104.03,0.47,9.83,29.0,0.09,103.4,100.27,0.59,16.73,26.2,0.26,116.1,7.95,9.05,5.28,4.83
20221208,MIA,L,110,115,14,12,-1,LAC,False,100.63,0.55,16.53,18.5,0.25,106.47,103.13,0.52,13.3,16.5,0.27,109.27,8.16,12.05,6.34,3.05
20221207,ATL,W,113,89,11,13,-3,NYK,False,97.7,0.47,14.4,26.9,0.2,100.87,98.0,0.56,15.23,29.17,0.23,116.5,9.72,14.91,2.89,3.86
20221207,GSW,W,124,123,14,12,-3,UTA,False,102.47,0.63,16.77,26.73,0.24,120.6,100.97,0.51,13.37,20.87,0.19,107.87,10.49,9.28,3.68,2.48
20221207,MIL,L,113,126,13,9,-1,SAC,False,106.37,0.57,13.07,18.97,0.23,115.83,101.97,0.55,12.73,20.43,0.18,115.37,12.5,15.53,4.62,4.4
20221207,MEM,L,102,123,11,13,-1,OKC,False,105.67,0.55,13.27,29.67,0.23,118.3,98.43,0.51,14.13,16.47,0.21,103.27,13.01,12.31,4.19,8.31
20221207,LAC,W,116,111,5,20,-1,ORL,False,97.77,0.5,14.73,23.47,0.22,104.37,100.63,0.48,11.03,20.07,0.21,101.93,9.55,8.56,5.34,5.44
20221207,CHI,L,111,115,11,13,2,WAS,False,100.33,0.5,10.73,30.93,0.22,114.0,103.83,0.6,16.27,19.2,0.2,115.2,10.77,11.55,6.31,2.62
20221207,CHO,W,122,116,13,12,2,BRK,False,101.9,0.6,15.6,15.2,0.17,113.37,102.2,0.53,14.4,22.43,0.17,108.43,14.03,13.82,2.02,3.41
20221207,BOS,L,98,125,16,8,-1,PHO,False,98.57,0.59,12.4,29.03,0.18,123.43,98.33,0.54,13.7,22.43,0.14,109.03,12.78,14.36,6.98,3.85
20221207,DET,W,104,98,15,8,1,NOP,False,102.53,0.56,11.73,22.07,0.29,118.37,100.17,0.55,13.53,22.3,0.31,114.77,14.05,11.55,6.19,5.64
20221207,LAL,W,126,113,12,12,-1,TOR,False,96.73,0.5,11.87,22.17,0.23,108.57,101.13,0.55,10.5,28.63,0.2,120.33,13.28,5.46,3.41,4.01
20221207,MIN,L,115,121,13,11,-1,IND,False,102.2,0.46,10.17,21.37,0.15,103.4,,,,,,,11.86,12.35,4.15,6.38
20221206,MIA,W,116,96,6,19,-4,DET,False,101.2,0.48,11.5,19.97,0.26,106.5,103.13,0.52,13.3,16.5,0.27,109.27,11.69,12.06,5.23,3.74
20221206,DEN,W,116,115,12,11,-1,DAL,False,98.53,0.6,12.03,13.93,0.18,116.63,94.67,0.56,14.03,21.4,0.22,111.63,12.67,13.63,4.97,3.22
20221206,LAL,W,116,102,15,9,8,CLE,False,94.13,0.52,13.3,29.47,0.25,112.33,101.13,0.55,10.5,28.63,0.2,120.33,13.05,16.27,4.0,5.33
20221205,ATL,W,121,114,10,13,-1,OKC,False,104.87,0.53,12.97,29.7,0.22,114.07,98.0,0.56,15.23,29.17,0.23,116.5,13.89,14.16,4.26,3.09
20221205,LAC,L,117,119,7,16,-1,CHO,False,101.27,0.46,13.03,25.9,0.23,101.07,100.63,0.48,11.03,20.07,0.21,101.93,12.33,8.67,4.98,5.44
20221205,HOU,L,123,132,12,11,7,PHI,False,94.67,0.49,12.97,20.2,0.18,104.77,100.27,0.59,16.73,26.2,0.26,116.1,12.87,8.93,4.75,4.4
20221205,DAL,L,111,130,16,7,1,PHO,False,100.4,0.62,12.63,27.53,0.18,128.2,98.53,0.61,13.23,27.07,0.16,120.7,15.21,13.22,5.47,4.41
20221205,MIL,L,102,109,5,19,-4,ORL,False,96.67,0.55,16.4,18.9,0.22,107.47,101.97,0.55,12.73,20.43,0.18,115.37,8.44,15.76,6.03,2.38
20221205,MIA,W,101,93,14,9,5,MEM,False,98.67,0.52,16.63,38.7,0.21,111.37,103.13,0.52,13.3,16.5,0.27,109.27,8.83,14.75,4.31,4.54
20221205,IND,L,104,112,13,11,-1,GSW,False,100.6,0.65,13.0,22.37,0.12,126.17,102.2,0.54,15.77,34.07,0.23,112.27,13.41,8.83,3.3,4.23
20221205,BOS,L,110,116,12,11,3,TOR,False,95.5,0.49,11.83,25.9,0.22,108.3,98.33,0.54,13.7,22.43,0.14,109.03,12.03,15.07,3.4,2.97
20221204,IND,W,116,100,12,11,-4,POR,False,98.0,0.54,10.87,24.17,0.2,114.63,102.2,0.54,15.77,34.07,0.23,112.27,16.62,8.6,4.14,3.41
20221204,LAL,L,119,130,11,12,1,WAS,False,97.9,0.55,10.13,30.3,0.27,124.17,101.13,0.55,10.5,28.63,0.2,120.33,14.45,15.08,5.62,5.63
20221204,CLE,W,92,81,10,13,-2,NYK,False,97.7,0.54,12.27,30.7,0.19,116.93,94.13,0.51,14.07,20.77,0.21,105.37,12.48,11.6,3.16,4.92
20221204,CHI,W,110,101,12,9,1,SAC,False,105.23,0.54,12.63,22.6,0.25,115.07,103.83,0.6,16.27,19.2,0.2,115.2,12.85,11.12,4.91,4.47
20221204,SAS,W,133,95,15,7,10,PHO,False,102.17,0.61,14.23,25.6,0.17,122.3,104.03,0.6,15.93,16.0,0.28,118.53,15.12,12.66,3.13,4.79
20221204,MEM,L,112,122,6,18,-6,DET,False,101.23,0.47,13.6,15.33,0.22,99.6,98.67,0.53,12.2,14.37,0.21,107.43,12.01,10.79,4.39,3.75
20221204,DEN,W,121,106,14,8,-1,NOP,False,102.47,0.54,14.57,27.93,0.24,113.07,94.67,0.56,14.03,21.4,0.22,111.63,15.38,14.33,4.54,4.96
20221204,BRK,W,103,92,18,5,4,BOS,False,99.27,0.65,15.77,25.1,0.18,127.5,101.9,0.54,8.47,21.47,0.24,117.53,15.82,16.21,4.32,1.6
20221203,HOU,W,120,101,12,11,2,GSW,False,102.1,0.65,13.67,23.47,0.14,126.67,100.27,0.59,16.73,26.2,0.26,116.1,13.08,10.51,5.07,3.71
20221203,DAL,L,100,121,10,12,3,NYK,False,96.73,0.55,8.63,33.97,0.19,125.77,98.53,0.61,13.23,27.07,0.16,120.7,14.79,12.01,3.62,2.5
20221203,TOR,L,108,121,5,18,-5,ORL,False,96.07,0.55,16.9,21.23,0.18,106.07,95.5,0.53,13.93,18.27,0.2,105.17,10.56,9.01,4.49,4.68
20221203,MIN,W,135,128,9,13,-3,OKC,False,100.2,0.5,11.1,27.83,0.21,111.77,,,,,,,10.89,11.11,4.21,5.89
20221203,UTA,W,116,111,11,11,-2,POR,False,95.03,0.53,11.27,23.6,0.17,111.47,102.47,0.48,10.47,26.43,0.28,112.73,13.35,14.62,3.99,3.62
20221203,MIL,L,96,105,7,15,-2,CHO,False,100.7,0.49,13.87,31.0,0.2,107.23,101.97,0.55,12.73,20.43,0.18,115.37,12.48,8.98,5.26,1.22
20221203,LAC,W,123,96,11,9,-2,SAC,False,106.2,0.52,15.33,23.2,0.23,108.53,100.63,0.48,11.03,20.07,0.21,101.93,10.43,9.79,5.41,6.05
20221202,MIL,W,133,129,8,12,-1,LAL,False,102.5,0.51,14.63,26.63,0.2,104.8,101.97,0.55,12.73,20.43,0.18,115.37,14.09,15.22,5.88,4.05
20221202,IND,W,139,119,13,11,-2,UTA,False,98.53,0.59,13.53,29.33,0.16,118.43,102.2,0.54,15.77,34.07,0.23,112.27,14.93,9.85,2.27,3.97
20221202,CLE,L,96,107,5,17,-5,ORL,False,97.63,0.54,16.17,17.13,0.23,106.83,94.13,0.51,14.07,20.77,0.21,105.37,10.25,11.88,4.72,4.53
20221202,GSW,L,111,119,9,12,-2,CHI,False,103.07,0.57,15.0,18.13,0.21,111.43,102.1,0.53,13.03,21.3,0.24,111.4,12.15,13.89,3.87,6.23
20221202,SAS,W,117,99,13,8,2,NOP,False,101.7,0.53,15.73,29.47,0.26,111.93,104.03,0.6,15.93,16.0,0.28,118.53,14.19,12.69,4.58,4.02
20221202,MIA,L,116,120,18,4,5,BOS,False,98.37,0.68,13.97,25.47,0.17,135.2,103.13,0.52,13.3,16.5,0.27,109.27,19.23,15.69,5.33,5.24
20221202,BRK,L,105,114,11,10,-2,TOR,False,94.23,0.46,11.43,31.7,0.2,107.27,101.9,0.54,8.47,21.47,0.24,117.53,10.51,15.12,5.61,2.65
20221202,HOU,L,121,122,15,6,4,PHO,False,99.1,0.56,10.63,29.5,0.19,123.43,100.27,0.59,16.73,26.2,0.26,116.1,15.14,11.25,3.03,3.17
20221202,DEN,W,117,109,12,10,-1,ATL,False,99.1,0.51,12.93,17.8,0.24,108.13,94.67,0.56,14.03,21.4,0.22,111.63,7.46,15.58,6.3,4.9
20221202,CHO,L,116,117,11,11,2,WAS,False,97.83,0.57,7.43,22.53,0.28,126.07,100.7,0.55,14.0,18.93,0.26,113.43,16.37,10.73,5.01,6.42
20221202,MEM,L,109,117,12,10,5,PHI,False,96.17,0.49,14.67,19.77,0.19,100.57,98.67,0.53,12.2,14.37,0.21,107.43,12.66,13.78,5.84,4.03
20221201,DET,L,125,131,10,10,2,DAL,False,98.8,0.57,12.5,15.17,0.18,110.6,101.23,0.53,14.73,25.07,0.3,111.7,11.88,9.85,2.6,5.19
20221130,MIN,L,101,109,12,8,2,MEM,False,100.17,0.51,13.77,34.63,0.24,113.13,,,,,,,15.05,10.69,3.79,5.03
20221130,BRK,L,107,113,11,10,-1,WAS,False,97.63,0.57,6.97,20.83,0.25,126.3,101.9,0.54,8.47,21.47,0.24,117.53,16.95,13.28,5.49,2.56
20221130,ATL,L,108,125,5,16,-2,ORL,False,95.27,0.52,15.0,19.23,0.23,106.4,99.1,0.58,16.9,25.23,0.29,116.9,12.29,14.12,4.75,2.08
20221130,HOU,W,120,100,13,7,3,DEN,False,95.17,0.57,11.3,31.57,0.19,123.0,100.27,0.59,16.73,26.2,0.26,116.1,17.15,12.14,4.87,4.68
20221130,LAL,L,109,128,11,10,3,POR,False,91.27,0.54,13.3,24.5,0.16,111.23,102.5,0.55,10.93,29.87,0.2,119.23,14.66,14.32,4.09,4.91
20221130,CLE,L,85,113,12,9,2,PHI,False,96.97,0.51,12.23,27.13,0.17,110.43,94.13,0.51,14.07,20.77,0.21,105.37,15.22,9.58,7.27,5.29
20221130,LAC,W,125,112,12,11,-1,UTA,False,98.7,0.58,13.1,23.27,0.14,115.13,100.63,0.48,11.03,20.07,0.21,101.93,14.14,10.17,3.1,4.22
20221130,CHI,W,132,113,14,6,4,PHO,False,97.17,0.53,10.53,30.1,0.19,117.77,103.07,0.58,16.3,18.87,0.21,112.83,15.02,12.47,3.85,4.19
20221130,TOR,W,126,108,12,8,1,NOP,False,102.23,0.55,16.1,26.4,0.26,112.3,94.23,0.54,15.07,18.77,0.15,106.0,10.83,13.49,4.47,5.32
20221130,MIL,L,103,109,10,11,-1,NYK,False,98.13,0.57,9.0,31.37,0.23,128.9,101.97,0.55,12.73,20.43,0.18,115.37,15.1,14.9,4.57,3.21
20221130,MIA,W,134,121,17,4,2,BOS,False,100.2,0.63,13.13,18.13,0.14,124.03,103.13,0.52,13.3,16.5,0.27,109.27,19.05,14.35,5.3,3.08
20221130,SAS,W,119,111,8,13,-7,OKC,False,98.8,0.49,10.43,24.97,0.25,111.83,104.03,0.6,15.93,16.0,0.28,118.53,7.31,12.27,5.26,4.07
20221130,IND,W,137,114,10,9,1,SAC,False,104.37,0.5,16.03,21.9,0.22,103.17,102.2,0.54,15.77,34.07,0.23,112.27,8.75,12.83,4.42,4.42
20221129,LAC,L,112,118,11,9,-3,POR,False,92.43,0.52,14.43,26.63,0.17,109.6,100.63,0.48,11.03,20.07,0.21,101.93,14.41,10.36,4.44,3.43
20221129,DET,W,140,110,9,11,1,NYK,False,99.37,0.55,9.23,28.57,0.23,123.67,101.23,0.53,14.73,25.07,0.3,111.7,14.29,10.45,4.53,5.9
20221129,GSW,W,116,113,9,10,-1,DAL,False,95.0,0.62,11.87,16.5,0.21,119.03,102.1,0.53,13.03,21.3,0.24,111.4,10.68,16.4,3.3,5.43
20221128,MIN,W,142,127,10,10,1,WAS,False,97.3,0.53,9.03,19.6,0.2,114.53,,,,,,,15.74,13.49,3.41,2.96
20221128,BRK,L,102,109,5,15,-2,ORL,False,96.87,0.5,14.43,20.6,0.25,104.73,101.9,0.54,8.47,21.47,0.24,117.53,10.41,15.19,5.41,2.88
20221128,CHI,L,107,114,12,10,1,UTA,False,99.57,0.55,13.53,28.6,0.2,116.53,103.07,0.58,16.3,18.87,0.21,112.83,12.9,13.33,4.77,4.18
20221128,CLE,W,100,88,10,9,1,TOR,False,96.4,0.45,11.1,36.13,0.2,108.43,94.13,0.51,14.07,20.77,0.21,105.37,13.73,11.56,6.62,3.39
20221128,CHO,W,140,105,16,4,4,BOS,False,99.57,0.57,10.5,15.3,0.19,117.07,100.7,0.55,14.0,18.93,0.26,113.43,10.23,8.85,4.05,5.94
20221128,LAL,W,116,115,11,8,1,IND,False,101.63,0.48,13.23,17.8,0.17,99.1,102.5,0.55,10.93,29.87,0.2,119.23,11.34,16.45,5.02,4.18
20221128,HOU,W,129,113,12,7,1,DEN,False,99.03,0.55,13.13,28.5,0.22,116.1,100.27,0.59,16.73,26.2,0.26,116.1,16.93,14.65,3.1,5.59
20221128,SAC,W,122,117,13,6,-1,PHO,False,99.03,0.52,9.9,26.73,0.16,113.6,104.37,0.53,11.83,19.27,0.25,110.77,13.73,9.54,3.82,3.03
20221128,ATL,W,104,101,11,9,1,PHI,False,100.27,0.53,15.3,23.0,0.23,108.5,99.1,0.58,16.9,25.23,0.29,116.9,17.45,14.54,6.03,2.23
20221128,OKC,W,105,101,11,8,-1,NOP,False,103.23,0.59,13.97,24.47,0.25,118.77,98.8,0.56,16.13,31.7,0.23,116.37,10.33,11.86,4.9,5.69
20221127,MEM,L,123,127,9,10,-1,NYK,False,98.33,0.51,10.2,26.8,0.21,115.17,100.17,0.53,14.83,15.43,0.24,105.97,12.06,15.76,4.86,4.36
20221127,BOS,L,121,130,10,9,-2,WAS,False,100.5,0.51,12.5,23.07,0.15,105.53,99.57,0.57,13.03,19.33,0.18,114.13,11.47,9.61,3.48,3.93
20221127,DET,W,102,94,12,7,7,CLE,False,93.87,0.52,11.53,25.37,0.19,111.2,101.23,0.53,14.73,25.07,0.3,111.7,10.91,7.17,3.36,6.53
20221127,MIN,W,137,114,10,10,-2,GSW,False,100.47,0.61,14.87,23.73,0.13,119.43,,,,,,,16.8,13.19,4.9,2.6
20221127,MIL,L,115,124,9,9,1,DAL,False,95.43,0.53,9.43,18.47,0.21,110.67,101.97,0.55,12.73,20.43,0.18,115.37,9.15,14.58,3.65,2.6
20221127,BRK,L,97,111,11,8,-1,POR,False,96.17,0.53,15.47,26.63,0.2,110.87,101.9,0.54,8.47,21.47,0.24,117.53,14.41,15.42,4.93,2.18
20221127,LAC,L,100,114,11,7,1,IND,False,99.87,0.49,12.77,18.4,0.16,101.8,100.63,0.48,11.03,20.07,0.21,101.93,11.11,9.37,6.05,6.3
20221127,PHI,L,103,133,5,14,-3,ORL,False,96.93,0.49,12.63,24.23,0.24,108.03,100.27,0.55,15.27,17.87,0.16,108.2,14.14,11.54,4.81,6.07
20221127,MIA,L,98,106,11,8,-2,ATL,False,99.9,0.51,11.83,20.43,0.21,108.33,103.13,0.52,13.3,16.5,0.27,109.27,12.45,14.23,4.58,4.43
20221126,LAL,L,138,143,6,14,-7,SAS,False,99.1,0.43,11.63,29.93,0.12,95.47,102.5,0.55,10.93,29.87,0.2,119.23,12.45,9.55,4.06,3.7
20221126,UTA,W,113,112,12,6,-1,PHO,False,103.5,0.55,11.97,25.53,0.17,114.7,99.57,0.58,12.4,29.0,0.18,125.57,13.76,13.95,4.17,4.17
20221126,DAL,W,105,100,9,9,-1,TOR,False,95.7,0.47,11.5,39.3,0.18,111.87,95.43,0.51,16.17,21.27,0.21,104.1,10.12,10.37,5.57,4.32
20221126,HOU,L,105,118,8,11,-7,OKC,False,98.2,0.52,9.6,21.33,0.21,114.07,100.27,0.59,16.73,26.2,0.26,116.1,13.81,12.26,5.65,5.18
20221125,BOS,L,104,122,10,7,-2,SAC,False,104.13,0.55,14.17,21.83,0.25,114.4,99.57,0.57,13.03,19.33,0.18,114.13,13.62,15.29,3.37,4.01
20221125,GSW,L,118,129,12,8,-1,UTA,False,98.9,0.55,13.43,23.13,0.18,115.33,100.47,0.53,13.43,24.37,0.23,113.87,12.47,15.87,4.35,4.67
20221125,HOU,L,122,128,11,7,1,ATL,False,99.33,0.49,10.3,24.8,0.18,108.67,100.27,0.59,16.73,26.2,0.26,116.1,11.39,11.56,3.09,3.24
20221125,MEM,L,111,132,11,7,2,NOP,False,102.2,0.62,14.23,21.7,0.18,119.27,100.17,0.53,14.83,15.43,0.24,105.97,14.04,14.45,5.77,3.88
20221125,MIN,W,110,108,5,14,-2,CHO,False,100.2,0.52,12.57,24.07,0.17,109.37,,,,,,,10.55,14.05,3.44,3.02
20221125,MIL,L,102,117,12,6,-5,CLE,False,94.57,0.55,11.6,28.23,0.2,117.97,101.97,0.55,12.73,20.43,0.18,115.37,13.23,12.43,3.67,3.18
20221125,POR,L,129,132,9,9,1,NYK,False,99.83,0.47,12.1,26.63,0.26,108.23,96.17,0.59,13.6,28.57,0.23,122.03,9.83,12.22,3.22,4.01
20221125,CHI,W,123,119,7,11,-5,OKC,False,98.1,0.56,10.73,21.27,0.18,117.43,103.07,0.58,16.3,18.87,0.21,112.83,13.28,13.7,5.02,3.85
20221125,LAL,L,94,105,6,13,-5,SAS,False,99.1,0.43,12.27,31.5,0.12,95.8,102.5,0.55,10.93,29.87,0.2,119.23,11.46,13.57,4.12,5.4
20221125,IND,L,117,128,9,10,1,BRK,False,99.57,0.59,14.03,15.9,0.2,113.63,99.87,0.59,17.63,30.63,0.21,115.93,15.28,10.05,2.17,6.05
20221125,MIA,L,107,110,10,8,-1,WAS,False,100.37,0.51,13.5,19.63,0.12,102.27,103.13,0.52,13.3,16.5,0.27,109.27,13.88,12.78,2.15,4.35
20221125,DET,W,108,102,11,6,3,PHO,False,106.57,0.58,12.8,22.93,0.18,118.4,101.23,0.53,14.73,25.07,0.3,111.7,15.79,7.9,4.26,8.31
20221125,PHI,L,99,107,5,13,-1,ORL,False,98.1,0.53,13.43,22.4,0.23,109.83,100.27,0.55,15.27,17.87,0.16,108.2,15.03,9.64,5.46,6.13
20221125,LAC,W,114,104,11,7,1,DEN,False,101.13,0.53,13.9,28.47,0.2,112.07,100.63,0.48,11.03,20.07,0.21,101.93,15.59,9.27,2.67,6.38
20221123,DET,L,116,125,12,7,1,UTA,False,100.8,0.54,12.17,25.5,0.19,116.03,101.23,0.53,14.73,25.07,0.3,111.7,12.87,9.47,3.93,6.73
20221123,SAS,W,129,110,10,7,1,NOP,False,99.23,0.6,12.73,24.03,0.18,121.2,99.1,0.65,12.77,15.93,0.18,125.9,13.61,12.48,5.04,5.0
20221123,MIN,L,101,115,10,6,-6,IND,False,101.77,0.49,14.1,21.43,0.17,100.27,,,,,,,10.28,14.17,5.47,3.53
20221123,ATL,L,106,115,10,6,-5,SAC,False,102.33,0.6,12.57,21.2,0.28,124.3,99.33,0.6,16.17,17.5,0.26,116.17,15.49,12.88,3.41,3.11
20221123,LAC,W,124,107,8,10,1,GSW,False,99.5,0.61,17.0,28.5,0.14,120.27,100.63,0.48,11.03,20.07,0.21,101.93,15.23,8.03,3.22,6.16
20221123,BRK,L,98,112,9,8,-1,TOR,False,96.33,0.52,12.9,35.37,0.23,116.93,99.57,0.5,10.87,24.47,0.18,109.27,10.7,13.43,5.07,3.01
20221123,MIA,L,105,113,10,7,1,WAS,False,99.97,0.51,13.83,21.1,0.12,101.67,103.13,0.52,13.3,16.5,0.27,109.27,10.7,12.83,1.24,5.81
20221123,CHO,L,101,107,9,8,1,PHI,False,99.47,0.56,15.3,21.5,0.24,112.23,100.2,0.6,13.07,18.87,0.26,121.7,8.12,11.55,5.02,4.08
20221123,CLE,L,96,114,10,7,-2,POR,False,100.87,0.51,12.73,22.57,0.22,109.43,94.57,0.54,13.13,28.83,0.24,115.63,10.99,15.0,5.52,3.75
20221123,DEN,L,126,131,7,10,-1,OKC,False,104.23,0.57,13.17,20.5,0.16,113.17,101.13,0.55,12.37,27.1,0.15,115.6,13.54,11.73,5.04,2.7
20221123,DAL,W,125,112,13,4,-1,BOS,False,98.0,0.57,8.9,18.73,0.18,121.37,95.43,0.51,16.17,21.27,0.21,104.1,14.15,9.84,5.74,5.46
20221123,MIL,W,118,113,7,10,-3,CHI,False,100.8,0.52,14.17,20.83,0.24,106.53,101.97,0.55,12.73,20.43,0.18,115.37,12.58,12.43,3.39,4.01
20221122,DET,L,108,110,10,6,2,DEN,False,102.97,0.52,11.97,22.97,0.2,110.7,101.23,0.53,14.73,25.07,0.3,111.7,12.12,8.75,6.38,5.64
20221122,BRK,W,115,106,8,8,-1,PHI,False,100.73,0.56,16.2,15.1,0.28,107.23,99.57,0.5,10.87,24.47,0.18,109.27,6.07,12.63,4.35,3.43
20221122,MEM,W,113,109,9,6,-4,SAC,False,102.6,0.66,11.73,23.1,0.28,136.27,100.17,0.53,14.83,15.43,0.24,105.97,16.17,12.87,4.88,5.11
20221122,LAL,W,115,105,10,6,1,PHO,False,100.13,0.59,12.67,31.93,0.18,124.87,102.5,0.55,10.93,29.87,0.2,119.23,18.04,13.39,4.44,5.52
20221121,CHI,L,107,121,13,3,1,BOS,False,96.8,0.6,8.27,21.77,0.19,129.63,100.8,0.62,16.2,18.0,0.21,120.53,13.74,11.19,6.55,3.8
20221121,MIN,L,101,105,7,10,-1,MIA,False,102.1,0.57,15.67,18.9,0.15,109.77,,,,,,,12.22,14.91,5.32,4.31
20221121,MIL,L,111,119,10,6,3,POR,False,99.83,0.54,13.47,21.8,0.25,112.6,101.97,0.55,12.73,20.43,0.18,115.37,12.07,10.95,5.5,5.38
20221121,IND,L,102,123,5,12,-1,ORL,False,98.2,0.53,13.0,23.17,0.21,111.7,101.77,0.56,13.2,31.73,0.19,120.2,12.97,12.33,3.44,4.22
20221121,GSW,W,128,83,9,7,1,NOP,False,97.4,0.58,11.77,20.4,0.15,118.37,99.5,0.54,12.13,22.93,0.23,115.87,14.28,4.87,5.01,3.54
20221121,OKC,W,129,119,8,9,-1,NYK,False,97.53,0.44,10.5,20.27,0.3,103.23,104.23,0.55,12.43,26.83,0.25,117.63,9.09,10.7,2.87,5.29
20221121,CLE,L,102,114,10,6,3,ATL,False,101.53,0.5,8.6,25.73,0.17,111.27,94.57,0.54,13.13,28.83,0.24,115.63,13.58,15.19,1.89,3.43
20221121,LAC,L,114,121,12,6,2,UTA,False,102.5,0.58,11.47,22.9,0.17,122.13,100.63,0.48,11.03,20.07,0.21,101.93,10.58,8.38,5.57,4.94
20221120,DET,W,137,129,8,6,-2,SAC,False,104.3,0.65,13.07,21.87,0.21,129.3,101.23,0.53,14.73,25.07,0.3,111.7,14.17,8.51,4.86,4.69
20221120,MIA,W,113,87,9,6,-1,CLE,False,95.83,0.5,9.27,24.03,0.23,112.2,102.1,0.51,13.4,19.83,0.28,110.0,17.97,12.5,2.87,5.95
20221120,CHO,W,106,102,9,7,1,WAS,False,99.37,0.53,14.2,18.1,0.15,104.6,100.2,0.6,13.07,18.87,0.26,121.7,12.83,13.15,2.21,4.06
20221120,LAL,L,92,123,6,11,1,SAS,False,97.57,0.48,15.2,32.83,0.16,103.53,102.5,0.55,10.93,29.87,0.2,119.23,8.63,13.25,4.68,5.23
20221120,HOU,W,127,120,7,9,6,GSW,False,104.0,0.57,16.57,29.33,0.16,114.1,100.27,0.59,16.73,26.2,0.26,116.1,12.68,9.62,6.23,3.76
20221120,DEN,L,97,98,9,6,1,DAL,False,94.67,0.53,9.0,20.07,0.22,113.7,102.97,0.53,11.73,21.33,0.15,110.0,13.15,8.4,3.76,3.68
20221120,PHO,L,95,116,8,8,-7,NYK,False,99.67,0.47,11.03,22.57,0.29,108.73,100.13,0.58,14.23,26.87,0.21,122.13,8.45,16.78,4.49,4.82
20221120,MEM,W,127,115,7,9,-1,BRK,False,93.5,0.52,12.77,22.13,0.21,109.4,100.17,0.53,14.83,15.43,0.24,105.97,12.4,9.09,4.59,2.34
20221119,IND,L,113,114,5,11,-1,ORL,False,96.6,0.52,15.87,30.53,0.21,110.87,101.77,0.56,13.2,31.73,0.19,120.2,10.54,12.87,5.36,4.15
