G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Year
50,Sun Feb 4 2024,8:00p,,Box Score,@,Utah Jazz,L,,108,123,33,17,L 1,18206.0,2:15,,MIL,2024
51,Tue Feb 6 2024,10:00p,,Box Score,@,Phoenix Suns,L,,106,114,33,18,L 2,17071.0,2:35,,MIL,2024
52,Thu Feb 8 2024,8:00p,,Box Score,,Minnesota Timberwolves,L,,105,129,33,19,L 3,17577.0,2:05,,MIL,2024
53,Fri Feb 9 2024,8:00p,,Box Score,,Charlotte Hornets,W,,120,84,34,19,W 1,17690.0,2:08,,MIL,2024
54,Mon Feb 12 2024,8:00p,,Box Score,,Denver Nuggets,W,,112,95,35,19,W 2,17444.0,2:04,,MIL,2024
55,Tue Feb 13 2024,8:00p,,Box Score,,Miami Heat,L,,97,123,35,20,L 1,17520.0,2:06,,MIL,2024
56,Thu Feb 15 2024,8:30p,,Box Score,@,Memphis Grizzlies,L,,110,113,35,21,L 2,16544.0,2:28,,MIL,2024
57,Fri Feb 23 2024,10:00p,,Box Score,@,Minnesota Timberwolves,W,,112,107,36,21,W 1,18024.0,2:17,,MIL,2024
58,Sun Feb 25 2024,1:00p,,Box Score,@,Philadelphia 76ers,W,,119,98,37,21,W 2,19831.0,2:14,,MIL,2024
59,Tue Feb 27 2024,8:00p,,Box Score,,Charlotte Hornets,W,,123,85,38,21,W 3,17607.0,2:00,,MIL,2024
60,Thu Feb 29 2024,7:00p,,Box Score,@,Charlotte Hornets,W,,111,99,39,21,W 4,18463.0,2:10,,MIL,2024
61,Fri Mar 1 2024,10:00p,,Box Score,@,Chicago Bulls,W,,113,97,40,21,W 5,21249.0,2:24,,MIL,2024
62,Mon Mar 4 2024,8:00p,,Box Score,,Los Angeles Clippers,W,,113,106,41,21,W 6,17875.0,2:13,,MIL,2024
63,Wed Mar 6 2024,10:00p,,Box Score,@,Golden State Warriors,L,,90,125,41,22,L 1,18064.0,2:11,,MIL,2024
64,Fri Mar 8 2024,10:00p,,Box Score,@,Los Angeles Lakers,L,,122,123,41,23,L 2,18997.0,2:20,,MIL,2024
65,Sun Mar 10 2024,3:00p,,Box Score,@,Los Angeles Clippers,W,,124,117,42,23,W 1,19370.0,2:19,,MIL,2024
66,Tue Mar 12 2024,10:00p,,Box Score,@,Sacramento Kings,L,,94,129,42,24,L 1,17832.0,2:17,,MIL,2024
67,Thu Mar 14 2024,8:00p,,Box Score,,Philadelphia 76ers,W,,114,105,43,24,W 1,17635.0,2:15,,MIL,2024
68,Sun Mar 17 2024,1:00p,,Box Score,,Phoenix Suns,W,,140,129,44,24,W 2,17783.0,2:10,,MIL,2024
69,Wed Mar 20 2024,7:30p,,Box Score,@,Boston Celtics,L,,119,122,44,25,L 1,19156.0,2:24,,MIL,2024
70,Thu Mar 21 2024,8:00p,,Box Score,,Brooklyn Nets,W,,115,108,45,25,W 1,17341.0,2:17,,MIL,2024
71,Sun Mar 24 2024,7:00p,,Box Score,,Oklahoma City Thunder,W,,118,93,46,25,W 2,17877.0,2:08,,MIL,2024
72,Tue Mar 26 2024,7:30p,,Box Score,,Los Angeles Lakers,L,2OT,124,128,46,26,L 1,18085.0,3:04,,MIL,2024
73,Thu Mar 28 2024,8:00p,,Box Score,@,New Orleans Pelicans,L,,100,107,46,27,L 2,17484.0,2:20,,MIL,2024
74,Sat Mar 30 2024,7:30p,,Box Score,@,Atlanta Hawks,W,,122,113,47,27,W 1,17700.0,2:26,,MIL,2024
75,Tue Apr 2 2024,7:00p,,Box Score,@,Washington Wizards,L,,113,117,47,28,L 1,16492.0,2:13,,MIL,2024
76,Wed Apr 3 2024,8:00p,,Box Score,,Memphis Grizzlies,L,,101,111,47,29,L 2,17420.0,2:05,,MIL,2024
77,Fri Apr 5 2024,8:00p,,Box Score,,Toronto Raptors,L,,111,117,47,30,L 3,17750.0,2:21,,MIL,2024
78,Sun Apr 7 2024,7:00p,,Box Score,,New York Knicks,L,,109,122,47,31,L 4,17536.0,2:15,,MIL,2024
79,Tue Apr 9 2024,7:30p,,Box Score,,Boston Celtics,W,,104,91,48,31,W 1,17493.0,1:57,,MIL,2024
80,Wed Apr 10 2024,8:00p,,Box Score,,Orlando Magic,W,,117,99,49,31,W 2,17563.0,2:12,,MIL,2024
81,Fri Apr 12 2024,8:00p,,Box Score,@,Oklahoma City Thunder,L,,107,125,49,32,L 1,18203.0,206:00,,MIL,2024
82,Sun Apr 14 2024,1:00p,,Box Score,@,Orlando Magic,L,,88,113,49,33,L 2,18846.0,2:08,,MIL,2024
1,Thu Oct 20 2022,7:30p,,Box Score,@,Philadelphia 76ers,W,,90,88,1,0,W 1,20060.0,2:19,,MIL,2023
2,Sat Oct 22 2022,8:00p,,Box Score,,Houston Rockets,W,,125,105,2,0,W 2,17341.0,2:11,,MIL,2023
3,Wed Oct 26 2022,7:30p,,Box Score,,Brooklyn Nets,W,,110,99,3,0,W 3,17341.0,2:31,,MIL,2023
4,Fri Oct 28 2022,8:00p,,Box Score,,New York Knicks,W,,119,108,4,0,W 4,17341.0,2:25,,MIL,2023
5,Sat Oct 29 2022,8:00p,,Box Score,,Atlanta Hawks,W,,123,115,5,0,W 5,17341.0,2:15,,MIL,2023
6,Mon Oct 31 2022,8:00p,,Box Score,,Detroit Pistons,W,,110,108,6,0,W 6,17341.0,2:21,,MIL,2023
7,Wed Nov 2 2022,8:00p,,Box Score,,Detroit Pistons,W,,116,91,7,0,W 7,17341.0,2:10,,MIL,2023
8,Fri Nov 4 2022,10:00p,,Box Score,@,Minnesota Timberwolves,W,,115,102,8,0,W 8,17136.0,2:21,,MIL,2023
9,Sat Nov 5 2022,8:00p,,Box Score,,Oklahoma City Thunder,W,,108,94,9,0,W 9,17713.0,2:06,,MIL,2023
10,Mon Nov 7 2022,8:15p,,Box Score,@,Atlanta Hawks,L,,98,117,9,1,L 1,17494.0,2:11,,MIL,2023
11,Wed Nov 9 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,2OT,136,132,10,1,W 1,15180.0,2:56,,MIL,2023
12,Fri Nov 11 2022,8:00p,,Box Score,@,San Antonio Spurs,L,,93,111,10,2,L 1,15642.0,2:13,,MIL,2023
13,Mon Nov 14 2022,8:00p,,Box Score,,Atlanta Hawks,L,,106,121,10,3,L 2,17341.0,2:21,,MIL,2023
14,Wed Nov 16 2022,8:00p,,Box Score,,Cleveland Cavaliers,W,,113,98,11,3,W 1,17341.0,2:07,,MIL,2023
15,Fri Nov 18 2022,7:30p,,Box Score,@,Philadelphia 76ers,L,,102,110,11,4,L 1,19769.0,2:24,,MIL,2023
16,Mon Nov 21 2022,8:00p,,Box Score,,Portland Trail Blazers,W,,119,111,12,4,W 1,17341.0,2:13,,MIL,2023
17,Wed Nov 23 2022,8:00p,,Box Score,,Chicago Bulls,L,,113,118,12,5,L 1,17341.0,2:23,,MIL,2023
18,Fri Nov 25 2022,8:00p,,Box Score,,Cleveland Cavaliers,W,,117,102,13,5,W 1,17447.0,2:11,,MIL,2023
19,Sun Nov 27 2022,8:00p,,Box Score,,Dallas Mavericks,W,,124,115,14,5,W 2,17341.0,2:13,,MIL,2023
20,Wed Nov 30 2022,7:30p,,Box Score,@,New York Knicks,W,,109,103,15,5,W 3,17277.0,2:18,,MIL,2023
21,Fri Dec 2 2022,7:30p,,Box Score,,Los Angeles Lakers,L,,129,133,15,6,L 1,17938.0,2:21,,MIL,2023
22,Sat Dec 3 2022,6:00p,,Box Score,@,Charlotte Hornets,W,,105,96,16,6,W 1,18128.0,2:15,,MIL,2023
23,Mon Dec 5 2022,7:00p,,Box Score,@,Orlando Magic,W,,109,102,17,6,W 2,16174.0,2:18,,MIL,2023
24,Wed Dec 7 2022,8:00p,,Box Score,,Sacramento Kings,W,,126,113,18,6,W 3,17341.0,2:09,,MIL,2023
25,Fri Dec 9 2022,10:00p,,Box Score,@,Dallas Mavericks,W,,106,105,19,6,W 4,20277.0,2:27,,MIL,2023
26,Sun Dec 11 2022,7:00p,,Box Score,@,Houston Rockets,L,,92,97,19,7,L 1,16268.0,2:04,,MIL,2023
27,Tue Dec 13 2022,7:30p,,Box Score,,Golden State Warriors,W,,128,111,20,7,W 1,17628.0,2:22,,MIL,2023
28,Thu Dec 15 2022,8:00p,,Box Score,@,Memphis Grizzlies,L,,101,142,20,8,L 1,17794.0,2:14,,MIL,2023
29,Sat Dec 17 2022,8:00p,,Box Score,,Utah Jazz,W,,123,97,21,8,W 1,17587.0,1:56,,MIL,2023
30,Mon Dec 19 2022,8:00p,,Box Score,@,New Orleans Pelicans,W,,128,119,22,8,W 2,18271.0,2:21,,MIL,2023
31,Wed Dec 21 2022,7:00p,,Box Score,@,Cleveland Cavaliers,L,,106,114,22,9,L 1,19432.0,2:23,,MIL,2023
32,Fri Dec 23 2022,7:30p,,Box Score,@,Brooklyn Nets,L,,100,118,22,10,L 2,18169.0,2:09,,MIL,2023
33,Sun Dec 25 2022,5:00p,,Box Score,@,Boston Celtics,L,,118,139,22,11,L 3,19156.0,2:25,,MIL,2023
34,Wed Dec 28 2022,8:00p,,Box Score,@,Chicago Bulls,L,OT,113,119,22,12,L 4,21537.0,2:45,,MIL,2023
35,Fri Dec 30 2022,8:00p,,Box Score,,Minnesota Timberwolves,W,,123,114,23,12,W 1,18018.0,2:29,,MIL,2023
36,Sun Jan 1 2023,8:00p,,Box Score,,Washington Wizards,L,,95,118,23,13,L 1,17341.0,2:00,,MIL,2023
37,Tue Jan 3 2023,8:00p,,Box Score,,Washington Wizards,W,,123,113,24,13,W 1,17341.0,2:10,,MIL,2023
38,Wed Jan 4 2023,7:30p,,Box Score,@,Toronto Raptors,W,OT,104,101,25,13,W 2,19800.0,2:44,,MIL,2023
39,Fri Jan 6 2023,8:00p,,Box Score,,Charlotte Hornets,L,,109,138,25,14,L 1,17627.0,2:06,,MIL,2023
40,Mon Jan 9 2023,7:30p,,Box Score,@,New York Knicks,W,,111,107,26,14,W 1,18167.0,2:19,,MIL,2023
41,Wed Jan 11 2023,7:30p,,Box Score,@,Atlanta Hawks,W,,114,105,27,14,W 2,17154.0,2:13,,MIL,2023
42,Thu Jan 12 2023,7:30p,,Box Score,@,Miami Heat,L,,102,108,27,15,L 1,19600.0,2:00,,MIL,2023
43,Sat Jan 14 2023,1:00p,,Box Score,@,Miami Heat,L,,95,111,27,16,L 2,19620.0,2:03,,MIL,2023
44,Mon Jan 16 2023,2:30p,,Box Score,,Indiana Pacers,W,,132,119,28,16,W 1,17412.0,2:09,,MIL,2023
45,Tue Jan 17 2023,7:30p,,Box Score,,Toronto Raptors,W,,130,122,29,16,W 2,17341.0,2:24,,MIL,2023
46,Sat Jan 21 2023,7:30p,,Box Score,@,Cleveland Cavaliers,L,,102,114,29,17,L 1,19432.0,2:09,,MIL,2023
47,Mon Jan 23 2023,7:00p,,Box Score,@,Detroit Pistons,W,,150,130,30,17,W 1,18011.0,2:13,,MIL,2023
48,Wed Jan 25 2023,8:00p,,Box Score,,Denver Nuggets,W,,107,99,31,17,W 2,17352.0,2:12,,MIL,2023
49,Fri Jan 27 2023,7:00p,,Box Score,@,Indiana Pacers,W,,141,131,32,17,W 3,16090.0,2:13,,MIL,2023
50,Sun Jan 29 2023,8:00p,,Box Score,,New Orleans Pelicans,W,,135,110,33,17,W 4,17341.0,2:06,,MIL,2023
51,Tue Jan 31 2023,8:00p,,Box Score,,Charlotte Hornets,W,,124,115,34,17,W 5,17341.0,2:16,,MIL,2023
52,Thu Feb 2 2023,10:00p,,Box Score,,Los Angeles Clippers,W,,106,105,35,17,W 6,17341.0,2:20,,MIL,2023
53,Sat Feb 4 2023,8:00p,,Box Score,,Miami Heat,W,,123,115,36,17,W 7,18008.0,2:08,,MIL,2023
54,Mon Feb 6 2023,10:00p,,Box Score,@,Portland Trail Blazers,W,,127,108,37,17,W 8,18110.0,2:16,,MIL,2023
55,Thu Feb 9 2023,10:00p,,Box Score,@,Los Angeles Lakers,W,,115,106,38,17,W 9,18997.0,2:16,,MIL,2023
56,Fri Feb 10 2023,10:30p,,Box Score,@,Los Angeles Clippers,W,,119,106,39,17,W 10,16614.0,2:05,,MIL,2023
57,Tue Feb 14 2023,7:30p,,Box Score,,Boston Celtics,W,OT,131,125,40,17,W 11,17623.0,2:45,,MIL,2023
58,Thu Feb 16 2023,7:30p,,Box Score,@,Chicago Bulls,W,,112,100,41,17,W 12,20308.0,2:11,,MIL,2023
59,Fri Feb 24 2023,7:30p,,Box Score,,Miami Heat,W,,128,99,42,17,W 13,17676.0,2:10,,MIL,2023
60,Sun Feb 26 2023,1:00p,,Box Score,,Phoenix Suns,W,,104,101,43,17,W 14,17636.0,2:30,,MIL,2023
61,Tue Feb 28 2023,7:30p,,Box Score,@,Brooklyn Nets,W,,118,104,44,17,W 15,17732.0,2:11,,MIL,2023
62,Wed Mar 1 2023,8:00p,,Box Score,,Orlando Magic,W,,139,117,45,17,W 16,17354.0,2:13,,MIL,2023
63,Sat Mar 4 2023,8:30p,,Box Score,,Philadelphia 76ers,L,,130,133,45,18,L 1,18100.0,2:31,,MIL,2023
64,Sun Mar 5 2023,7:30p,,Box Score,@,Washington Wizards,W,,117,111,46,18,W 1,18746.0,2:11,,MIL,2023
65,Tue Mar 7 2023,7:00p,,Box Score,@,Orlando Magic,W,,134,123,47,18,W 2,16110.0,2:12,,MIL,2023
66,Thu Mar 9 2023,8:00p,,Box Score,,Brooklyn Nets,W,,118,113,48,18,W 3,17341.0,2:08,,MIL,2023
67,Sat Mar 11 2023,8:30p,,Box Score,@,Golden State Warriors,L,OT,116,125,48,19,L 1,18064.0,2:32,,MIL,2023
68,Mon Mar 13 2023,10:00p,,Box Score,@,Sacramento Kings,W,,133,124,49,19,W 1,18111.0,2:15,,MIL,2023
69,Tue Mar 14 2023,10:00p,,Box Score,@,Phoenix Suns,W,,116,104,50,19,W 2,17071.0,2:15,,MIL,2023
70,Thu Mar 16 2023,8:00p,,Box Score,,Indiana Pacers,L,,123,139,50,20,L 1,17797.0,2:09,,MIL,2023
71,Sun Mar 19 2023,8:00p,,Box Score,,Toronto Raptors,W,,118,111,51,20,W 1,17341.0,2:08,,MIL,2023
72,Wed Mar 22 2023,8:00p,,Box Score,,San Antonio Spurs,W,,130,94,52,20,W 2,17756.0,2:03,,MIL,2023
73,Fri Mar 24 2023,9:00p,,Box Score,@,Utah Jazz,W,,144,116,53,20,W 3,18206.0,2:09,,MIL,2023
74,Sat Mar 25 2023,9:00p,,Box Score,@,Denver Nuggets,L,,106,129,53,21,L 1,19919.0,2:13,,MIL,2023
75,Mon Mar 27 2023,7:00p,,Box Score,@,Detroit Pistons,W,,126,117,54,21,W 1,21090.0,2:15,,MIL,2023
76,Wed Mar 29 2023,7:00p,,Box Score,@,Indiana Pacers,W,,149,136,55,21,W 2,16524.0,2:22,,MIL,2023
77,Thu Mar 30 2023,7:30p,,Box Score,,Boston Celtics,L,,99,140,55,22,L 1,18073.0,2:09,,MIL,2023
78,Sun Apr 2 2023,8:00p,,Box Score,,Philadelphia 76ers,W,,117,104,56,22,W 1,17532.0,2:09,,MIL,2023
79,Tue Apr 4 2023,7:00p,,Box Score,@,Washington Wizards,W,,140,128,57,22,W 2,19098.0,2:10,,MIL,2023
80,Wed Apr 5 2023,7:30p,,Box Score,,Chicago Bulls,W,,105,92,58,22,W 3,17679.0,2:06,,MIL,2023
81,Fri Apr 7 2023,8:00p,,Box Score,,Memphis Grizzlies,L,,114,137,58,23,L 1,18010.0,2:01,,MIL,2023
82,Sun Apr 9 2023,1:00p,,Box Score,@,Toronto Raptors,L,,105,121,58,24,L 2,19800.0,1:56,,MIL,2023
1,Tue Oct 19 2021,7:30p,,Box Score,,Brooklyn Nets,W,,127,104,1,0,W 1,17341.0,2:20,,MIL,2022
2,Thu Oct 21 2021,8:00p,,Box Score,@,Miami Heat,L,,95,137,1,1,L 1,19600.0,2:21,,MIL,2022
3,Sat Oct 23 2021,8:30p,,Box Score,@,San Antonio Spurs,W,,121,111,2,1,W 1,14353.0,2:09,,MIL,2022
4,Mon Oct 25 2021,7:00p,,Box Score,@,Indiana Pacers,W,,119,109,3,1,W 2,10339.0,2:23,,MIL,2022
5,Wed Oct 27 2021,8:00p,,Box Score,,Minnesota Timberwolves,L,,108,113,3,2,L 1,17341.0,2:14,,MIL,2022
6,Sat Oct 30 2021,8:00p,,Box Score,,San Antonio Spurs,L,,93,102,3,3,L 2,17341.0,2:11,,MIL,2022
7,Sun Oct 31 2021,7:00p,,Box Score,,Utah Jazz,L,,95,107,3,4,L 3,17341.0,2:10,,MIL,2022
8,Tue Nov 2 2021,7:00p,,Box Score,@,Detroit Pistons,W,,117,89,4,4,W 1,9254.0,2:11,,MIL,2022
9,Fri Nov 5 2021,7:30p,,Box Score,,New York Knicks,L,,98,113,4,5,L 1,17341.0,2:14,,MIL,2022
10,Sun Nov 7 2021,6:00p,,Box Score,@,Washington Wizards,L,,94,101,4,6,L 2,15570.0,2:12,,MIL,2022
11,Tue Nov 9 2021,7:30p,,Box Score,@,Philadelphia 76ers,W,,118,109,5,6,W 1,20029.0,2:14,,MIL,2022
12,Wed Nov 10 2021,7:30p,,Box Score,@,New York Knicks,W,,112,100,6,6,W 2,18027.0,2:07,,MIL,2022
13,Fri Nov 12 2021,7:30p,,Box Score,@,Boston Celtics,L,OT,113,122,6,7,L 1,19156.0,2:21,,MIL,2022
14,Sun Nov 14 2021,6:00p,,Box Score,@,Atlanta Hawks,L,,100,120,6,8,L 2,16901.0,2:04,,MIL,2022
15,Wed Nov 17 2021,7:30p,,Box Score,,Los Angeles Lakers,W,,109,102,7,8,W 1,17341.0,2:12,,MIL,2022
16,Fri Nov 19 2021,8:00p,,Box Score,,Oklahoma City Thunder,W,,96,89,8,8,W 2,17341.0,2:11,,MIL,2022
17,Sat Nov 20 2021,8:00p,,Box Score,,Orlando Magic,W,,117,108,9,8,W 3,17341.0,2:17,,MIL,2022
18,Mon Nov 22 2021,8:00p,,Box Score,,Orlando Magic,W,,123,92,10,8,W 4,17341.0,2:05,,MIL,2022
19,Wed Nov 24 2021,8:00p,,Box Score,,Detroit Pistons,W,,114,93,11,8,W 5,17341.0,2:04,,MIL,2022
20,Fri Nov 26 2021,9:00p,,Box Score,@,Denver Nuggets,W,,120,109,12,8,W 6,19520.0,2:10,,MIL,2022
21,Sun Nov 28 2021,5:00p,,Box Score,@,Indiana Pacers,W,,118,100,13,8,W 7,13130.0,2:07,,MIL,2022
22,Wed Dec 1 2021,8:00p,,Box Score,,Charlotte Hornets,W,,127,125,14,8,W 8,17341.0,2:23,,MIL,2022
23,Thu Dec 2 2021,7:30p,,Box Score,@,Toronto Raptors,L,,93,97,14,9,L 1,19800.0,2:17,,MIL,2022
24,Sat Dec 4 2021,8:00p,,Box Score,,Miami Heat,W,,124,102,15,9,W 1,17341.0,2:19,,MIL,2022
25,Mon Dec 6 2021,8:00p,,Box Score,,Cleveland Cavaliers,W,,112,104,16,9,W 2,17341.0,2:08,,MIL,2022
26,Wed Dec 8 2021,7:30p,,Box Score,@,Miami Heat,L,,104,113,16,10,L 1,19600.0,2:21,,MIL,2022
27,Fri Dec 10 2021,8:00p,,Box Score,@,Houston Rockets,W,,123,114,17,10,W 1,16319.0,2:21,,MIL,2022
28,Sun Dec 12 2021,12:00p,,Box Score,@,New York Knicks,W,,112,97,18,10,W 2,19812.0,2:01,,MIL,2022
29,Mon Dec 13 2021,7:30p,,Box Score,@,Boston Celtics,L,,103,117,18,11,L 1,19156.0,2:10,,MIL,2022
30,Wed Dec 15 2021,8:00p,,Box Score,,Indiana Pacers,W,,114,99,19,11,W 1,17341.0,1:59,,MIL,2022
31,Fri Dec 17 2021,8:00p,,Box Score,@,New Orleans Pelicans,L,OT,112,116,19,12,L 1,15504.0,2:22,,MIL,2022
32,Sat Dec 18 2021,9:00p,,Box Score,,Cleveland Cavaliers,L,,90,119,19,13,L 2,17341.0,2:00,,MIL,2022
33,Wed Dec 22 2021,8:00p,,Box Score,,Houston Rockets,W,,126,106,20,13,W 1,17341.0,2:20,,MIL,2022
34,Thu Dec 23 2021,8:30p,,Box Score,@,Dallas Mavericks,W,,102,95,21,13,W 2,19654.0,2:12,,MIL,2022
35,Sat Dec 25 2021,2:30p,,Box Score,,Boston Celtics,W,,117,113,22,13,W 3,17341.0,2:29,,MIL,2022
36,Tue Dec 28 2021,7:00p,,Box Score,@,Orlando Magic,W,,127,110,23,13,W 4,16696.0,2:17,,MIL,2022
37,Thu Dec 30 2021,7:00p,,Box Score,@,Orlando Magic,W,,136,118,24,13,W 5,15855.0,2:15,,MIL,2022
38,Sat Jan 1 2022,6:30p,,Box Score,,New Orleans Pelicans,W,,136,113,25,13,W 6,17341.0,2:17,,MIL,2022
39,Mon Jan 3 2022,8:00p,,Box Score,,Detroit Pistons,L,,106,115,25,14,L 1,17341.0,2:14,,MIL,2022
40,Wed Jan 5 2022,8:00p,,Box Score,,Toronto Raptors,L,,111,117,25,15,L 2,17341.0,2:15,,MIL,2022
41,Fri Jan 7 2022,7:30p,,Box Score,@,Brooklyn Nets,W,,121,109,26,15,W 1,17732.0,2:11,,MIL,2022
42,Sat Jan 8 2022,7:00p,,Box Score,@,Charlotte Hornets,L,,106,114,26,16,L 1,19139.0,2:23,,MIL,2022
43,Mon Jan 10 2022,7:00p,,Box Score,@,Charlotte Hornets,L,,99,103,26,17,L 2,14253.0,2:16,,MIL,2022
44,Thu Jan 13 2022,7:30p,,Box Score,,Golden State Warriors,W,,118,99,27,17,W 1,17848.0,2:13,,MIL,2022
45,Sat Jan 15 2022,6:30p,,Box Score,,Toronto Raptors,L,,96,103,27,18,L 1,17341.0,2:22,,MIL,2022
46,Mon Jan 17 2022,6:00p,,Box Score,@,Atlanta Hawks,L,,114,121,27,19,L 2,16903.0,2:31,,MIL,2022
47,Wed Jan 19 2022,8:00p,,Box Score,,Memphis Grizzlies,W,,126,114,28,19,W 1,17341.0,2:21,,MIL,2022
48,Fri Jan 21 2022,8:00p,,Box Score,,Chicago Bulls,W,,94,90,29,19,W 2,18013.0,2:30,,MIL,2022
49,Sat Jan 22 2022,7:00p,,Box Score,,Sacramento Kings,W,,133,127,30,19,W 3,17341.0,2:12,,MIL,2022
50,Wed Jan 26 2022,7:00p,,Box Score,@,Cleveland Cavaliers,L,,99,115,30,20,L 1,18904.0,2:08,,MIL,2022
51,Fri Jan 28 2022,10:00p,,Box Score,,New York Knicks,W,,123,108,31,20,W 1,17341.0,2:26,,MIL,2022
52,Sun Jan 30 2022,7:00p,,Box Score,,Denver Nuggets,L,,100,136,31,21,L 1,17341.0,2:00,,MIL,2022
53,Tue Feb 1 2022,7:30p,,Box Score,,Washington Wizards,W,,112,98,32,21,W 1,17341.0,2:18,,MIL,2022
54,Sat Feb 5 2022,10:00p,,Box Score,@,Portland Trail Blazers,W,,137,108,33,21,W 2,19393.0,2:08,,MIL,2022
55,Sun Feb 6 2022,9:00p,,Box Score,@,Los Angeles Clippers,W,,137,113,34,21,W 3,17395.0,2:08,,MIL,2022
56,Tue Feb 8 2022,10:00p,,Box Score,@,Los Angeles Lakers,W,,131,116,35,21,W 4,18997.0,2:25,,MIL,2022
57,Thu Feb 10 2022,10:00p,,Box Score,@,Phoenix Suns,L,,107,131,35,22,L 1,17071.0,2:18,,MIL,2022
58,Mon Feb 14 2022,8:00p,,Box Score,,Portland Trail Blazers,L,,107,122,35,23,L 2,17341.0,2:06,,MIL,2022
59,Tue Feb 15 2022,8:00p,,Box Score,,Indiana Pacers,W,,128,119,36,23,W 1,17341.0,,,MIL,2022
60,Thu Feb 17 2022,8:30p,,Box Score,,Philadelphia 76ers,L,,120,123,36,24,L 1,17341.0,2:28,,MIL,2022
61,Sat Feb 26 2022,8:30p,,Box Score,,Brooklyn Nets,L,,123,126,36,25,L 2,17341.0,2:42,,MIL,2022
62,Mon Feb 28 2022,8:00p,,Box Score,,Charlotte Hornets,W,,130,106,37,25,W 1,17341.0,2:25,,MIL,2022
63,Wed Mar 2 2022,8:00p,,Box Score,,Miami Heat,W,,120,119,38,25,W 2,17341.0,2:15,,MIL,2022
64,Fri Mar 4 2022,7:30p,,Box Score,@,Chicago Bulls,W,,118,112,39,25,W 3,21259.0,2:31,,MIL,2022
65,Sun Mar 6 2022,3:30p,,Box Score,,Phoenix Suns,W,,132,122,40,25,W 4,17495.0,2:19,,MIL,2022
66,Tue Mar 8 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,,142,115,41,25,W 5,15743.0,2:08,,MIL,2022
67,Wed Mar 9 2022,8:00p,,Box Score,,Atlanta Hawks,W,,124,115,42,25,W 6,17341.0,2:06,,MIL,2022
68,Sat Mar 12 2022,8:30p,,Box Score,@,Golden State Warriors,L,,109,122,42,26,L 1,18064.0,2:15,,MIL,2022
69,Mon Mar 14 2022,10:00p,,Box Score,@,Utah Jazz,W,,117,111,43,26,W 1,18306.0,2:34,,MIL,2022
70,Wed Mar 16 2022,10:00p,,Box Score,@,Sacramento Kings,W,,135,126,44,26,W 2,15864.0,2:21,,MIL,2022
71,Sat Mar 19 2022,5:00p,,Box Score,@,Minnesota Timberwolves,L,,119,138,44,27,L 1,17136.0,2:17,,MIL,2022
72,Tue Mar 22 2022,8:00p,,Box Score,,Chicago Bulls,W,,126,98,45,27,W 1,17983.0,2:00,,MIL,2022
73,Thu Mar 24 2022,8:00p,,Box Score,,Washington Wizards,W,,114,102,46,27,W 2,18018.0,2:06,,MIL,2022
74,Sat Mar 26 2022,8:00p,,Box Score,@,Memphis Grizzlies,L,,102,127,46,28,L 1,17794.0,2:19,,MIL,2022
75,Tue Mar 29 2022,7:00p,,Box Score,@,Philadelphia 76ers,W,,118,116,47,28,W 1,21467.0,2:21,,MIL,2022
76,Thu Mar 31 2022,7:30p,,Box Score,@,Brooklyn Nets,W,OT,120,119,48,28,W 2,17917.0,2:43,,MIL,2022
77,Fri Apr 1 2022,8:00p,,Box Score,,Los Angeles Clippers,L,,119,153,48,29,L 1,18023.0,2:07,,MIL,2022
78,Sun Apr 3 2022,1:00p,,Box Score,,Dallas Mavericks,L,,112,118,48,30,L 2,17902.0,2:26,,MIL,2022
79,Tue Apr 5 2022,8:00p,,Box Score,@,Chicago Bulls,W,,127,106,49,30,W 1,20799.0,2:19,,MIL,2022
80,Thu Apr 7 2022,7:30p,,Box Score,,Boston Celtics,W,,127,121,50,30,W 2,18046.0,2:25,,MIL,2022
81,Fri Apr 8 2022,7:00p,,Box Score,@,Detroit Pistons,W,,131,101,51,30,W 3,22088.0,2:06,,MIL,2022
82,Sun Apr 10 2022,3:30p,,Box Score,@,Cleveland Cavaliers,L,,115,133,51,31,L 1,19432.0,2:06,,MIL,2022
1,Wed Oct 25 2023,7:30p,,Box Score,@,Toronto Raptors,L,,94,97,0,1,L 1,19800.0,2:10,,MIN,2024
2,Sat Oct 28 2023,8:00p,,Box Score,,Miami Heat,W,,106,90,1,1,W 1,18024.0,2:05,,MIN,2024
3,Mon Oct 30 2023,7:30p,,Box Score,@,Atlanta Hawks,L,,113,127,1,2,L 1,15504.0,2:05,,MIN,2024
4,Wed Nov 1 2023,8:00p,,Box Score,,Denver Nuggets,W,,110,89,2,2,W 1,18024.0,2:10,,MIN,2024
5,Sat Nov 4 2023,8:00p,,Box Score,,Utah Jazz,W,,123,95,3,2,W 2,18024.0,2:10,,MIN,2024
6,Mon Nov 6 2023,8:00p,,Box Score,,Boston Celtics,W,OT,114,109,4,2,W 3,18024.0,2:40,,MIN,2024
7,Wed Nov 8 2023,8:00p,,Box Score,,New Orleans Pelicans,W,,122,101,5,2,W 4,18024.0,2:07,,MIN,2024
